variable,x,y
alt,-518.8,0.80644291639328
alt,-506.99679999999995,0.80644291639328
alt,-495.19359999999995,0.80644291639328
alt,-483.39039999999994,0.80644291639328
alt,-471.58719999999994,0.80644291639328
alt,-459.78399999999993,0.80644291639328
alt,-447.98079999999993,0.80644291639328
alt,-436.1775999999999,0.80644291639328
alt,-424.3743999999999,0.80644291639328
alt,-412.5712,0.80644291639328
alt,-400.768,0.80644291639328
alt,-388.96479999999997,0.80644291639328
alt,-377.1615999999999,0.80644291639328
alt,-365.35839999999996,0.80644291639328
alt,-353.5551999999999,0.80644291639328
alt,-341.75199999999995,0.80644291639328
alt,-329.94879999999995,0.80644291639328
alt,-318.14559999999994,0.80644291639328
alt,-306.34239999999994,0.80644291639328
alt,-294.53919999999994,0.80644291639328
alt,-282.736,0.80644291639328
alt,-270.93279999999993,0.80644291639328
alt,-259.1295999999999,0.80644291639328
alt,-247.32639999999992,0.80644291639328
alt,-235.52319999999992,0.80644291639328
alt,-223.71999999999997,0.80644291639328
alt,-211.91679999999997,0.80644291639328
alt,-200.1135999999999,0.80644291639328
alt,-188.3103999999999,0.80644291639328
alt,-176.5071999999999,0.80644291639328
alt,-164.70399999999995,0.80644291639328
alt,-152.90079999999995,0.80644291639328
alt,-141.09759999999994,0.80644291639328
alt,-129.29439999999994,0.80644291639328
alt,-117.49119999999994,0.80644291639328
alt,-105.68799999999993,0.80644291639328
alt,-93.88479999999993,0.80644291639328
alt,-82.08159999999992,0.80644291639328
alt,-70.27839999999992,0.80644291639328
alt,-58.475199999999916,0.80644291639328
alt,-46.67199999999997,0.80644291639328
alt,-34.868799999999965,0.80644291639328
alt,-23.065599999999904,0.8214597105979919
alt,-11.2623999999999,0.8627797365188599
alt,0.5408000000001039,0.8981101512908936
alt,12.344000000000051,0.9276306629180908
alt,24.14720000000011,0.9137465953826904
alt,35.95040000000006,0.8837716579437256
alt,47.75360000000012,0.8489638566970825
alt,59.55680000000007,0.8098912835121155
alt,71.36000000000001,0.7673190236091614
alt,83.16320000000007,0.7623014450073242
alt,94.96640000000002,0.7631670832633972
alt,106.76960000000008,0.7640317678451538
alt,118.57280000000014,0.764895498752594
alt,130.3760000000001,0.7657582759857178
alt,142.17920000000015,0.7666199803352356
alt,153.9824000000001,0.767480731010437
alt,165.78560000000016,0.768340528011322
alt,177.5888000000001,0.7691992521286011
alt,189.39200000000005,0.7700570225715637
alt,201.1952000000001,0.7709137201309204
alt,212.99840000000006,0.7717694044113159
alt,224.80160000000012,0.7726240754127502
alt,236.60480000000007,0.7734776735305786
alt,248.40800000000002,0.774330198764801
alt,260.2112000000001,0.7751817107200623
alt,272.0144,0.7760321497917175
alt,283.8176000000001,0.7768815159797668
alt,295.62080000000014,0.7777298092842102
alt,307.4240000000001,0.7785770297050476
alt,319.22720000000015,0.7794231176376343
alt,331.0304000000001,0.7802681922912598
alt,342.83360000000016,0.7811120748519897
alt,354.6368000000001,0.7819548845291138
alt,366.44000000000005,0.7827965617179871
alt,378.2432000000001,0.7836371660232544
alt,390.04640000000006,0.7844765782356262
alt,401.8496000000001,0.7853148579597473
alt,413.65280000000007,0.7861520648002625
alt,425.456,0.7869880199432373
alt,437.2592000000001,0.7878229022026062
alt,449.0624,0.7886565923690796
alt,460.8656000000001,0.7894890904426575
alt,472.66880000000015,0.7903203964233398
alt,484.4720000000002,0.7911505699157715
alt,496.27520000000015,0.7919794917106628
alt,508.0784000000001,0.7928072810173035
alt,519.8816000000002,0.7936338186264038
alt,531.6848,0.7944591641426086
alt,543.488,0.795283317565918
alt,555.2911999999999,0.796106219291687
alt,567.0944000000002,0.7969278693199158
alt,578.8976000000002,0.797748327255249
alt,590.7008000000001,0.7985674738883972
alt,602.5040000000001,0.7993854284286499
alt,614.3072000000002,0.8002021312713623
alt,626.1104000000003,0.8010175228118896
alt,637.9136000000001,0.8018316626548767
alt,649.7168000000001,0.8026445508003235
alt,661.52,0.8034561276435852
alt,673.3232000000003,0.8042664527893066
alt,685.1264000000001,0.805075466632843
alt,696.9296000000002,0.8058831691741943
alt,708.7328,0.8066895604133606
alt,720.5360000000001,0.8074946403503418
alt,732.3392000000001,0.8082984089851379
alt,744.1424000000002,0.8091008067131042
alt,755.9456000000002,0.8099018931388855
alt,767.7488000000001,0.8107016682624817
alt,779.5520000000001,0.811500072479248
alt,791.3552000000002,0.8122971057891846
alt,803.1584000000003,0.813092827796936
alt,814.9616000000001,0.8138871788978577
alt,826.7648000000002,0.8146800994873047
alt,838.568,0.8154717087745667
alt,850.3712000000003,0.816261887550354
alt,862.1744000000001,0.8170506954193115
alt,873.9776000000002,0.8178381323814392
alt,885.7808,0.8186241388320923
alt,897.5840000000001,0.8194087147712708
alt,909.3872000000001,0.8201919198036194
alt,921.1904000000002,0.8209736943244934
alt,932.9936000000002,0.8217540383338928
alt,944.7968000000001,0.8225329518318176
alt,956.6000000000001,0.8233104348182678
alt,968.4032000000002,0.8240864276885986
alt,980.2064000000003,0.8248609900474548
alt,992.0096000000001,0.8256341218948364
alt,1003.8128000000002,0.8264057636260986
alt,1015.616,0.8271759748458862
alt,1027.4192000000003,0.8279446959495544
alt,1039.2224,0.8287119269371033
alt,1051.0256000000002,0.8294776678085327
alt,1062.8288,0.8302419185638428
alt,1074.632,0.8310046792030334
alt,1086.4352000000001,0.83176589012146
alt,1098.2384000000002,0.8325256705284119
alt,1110.0416000000002,0.8332839012145996
alt,1121.8448,0.8340405821800232
alt,1133.6480000000001,0.8347957730293274
alt,1145.4512000000002,0.8355494141578674
alt,1157.2544000000003,0.8363015651702881
alt,1169.0576,0.8370521068572998
alt,1180.8608000000002,0.8378011584281921
alt,1192.664,0.8385486006736755
alt,1204.4672000000003,0.8392944931983948
alt,1216.2704,0.8400388360023499
alt,1228.0736000000002,0.8407816290855408
alt,1239.8768,0.8415228128433228
alt,1251.68,0.8422624468803406
alt,1263.4832000000001,0.8430004715919495
alt,1275.2864000000002,0.8437368869781494
alt,1287.0896000000002,0.8444717526435852
alt,1298.8928,0.8452049493789673
alt,1310.6960000000001,0.8459365963935852
alt,1322.4992000000002,0.8466666340827942
alt,1334.3024000000003,0.8473950028419495
alt,1346.1056,0.8481217622756958
alt,1357.9088000000002,0.8488469123840332
alt,1369.712,0.8495704531669617
alt,1381.5152000000003,0.8502923250198364
alt,1393.3184,0.8510125279426575
alt,1405.1216000000002,0.8517311215400696
alt,1416.9248,0.852448046207428
alt,1428.7280000000003,0.8531633019447327
alt,1440.5312000000001,0.8538768887519836
alt,1452.3344000000002,0.8545888066291809
alt,1464.1376000000002,0.8552991151809692
alt,1475.9408,0.8560076355934143
alt,1487.7440000000004,0.8567145466804504
alt,1499.5472000000002,0.8574197888374329
alt,1511.3504000000003,0.8581233024597168
alt,1523.1536,0.8588250875473022
alt,1534.9568000000002,0.859525203704834
alt,1546.7600000000004,0.8602235913276672
alt,1558.5632000000003,0.8609203100204468
alt,1570.3664,0.8616153001785278
alt,1582.1696,0.8623085021972656
alt,1593.9728000000002,0.8630000352859497
alt,1605.776,0.8636898398399353
alt,1617.5792000000004,0.8643779158592224
alt,1629.3823999999997,0.865064263343811
alt,1641.1856,0.8657488226890564
alt,1652.9888000000003,0.8664316534996033
alt,1664.7920000000001,0.8671127557754517
alt,1676.5952000000004,0.8677920699119568
alt,1688.3983999999998,0.8684696555137634
alt,1700.2016,0.8691454529762268
alt,1712.0048000000004,0.8698194622993469
alt,1723.8080000000002,0.8704917430877686
alt,1735.6112,0.8711621761322021
alt,1747.4144000000003,0.8718308806419373
