x,y,species_0 cloglog values
1.0,1.0,0.25935578
2.0,2.0,0.06325065
3.0,3.0,0.085241035
4.0,4.0,0.2648479
5.0,5.0,0.22057246
6.0,6.0,0.12765232
7.0,7.0,0.007656167
8.0,8.0,0.25752997
9.0,9.0,0.02123392
10.0,10.0,0.3564636
11.0,11.0,0.03821565
12.0,12.0,2.5037543E-6
13.0,13.0,2.1041571E-6
14.0,14.0,0.17931499
15.0,15.0,0.5029303
16.0,16.0,0.37747303
17.0,17.0,1.8531686E-5
18.0,18.0,0.045187116
19.0,19.0,1.8953515E-4
20.0,20.0,0.07141147
21.0,21.0,0.088322744
22.0,22.0,0.8298688
23.0,23.0,3.7586087E-5
24.0,24.0,0.014915161
25.0,25.0,8.105873E-7
26.0,26.0,0.35985023
27.0,27.0,1.6915552E-5
28.0,28.0,3.5942023E-6
29.0,29.0,3.296295E-5
30.0,30.0,1.7439383E-4
31.0,31.0,0.24580526
32.0,32.0,0.02327759
33.0,33.0,6.153757E-5
34.0,34.0,8.224514E-6
35.0,35.0,5.2071846E-7
36.0,36.0,0.4210014
37.0,37.0,0.13552545
38.0,38.0,0.20900235
39.0,39.0,0.21981782
40.0,40.0,6.340113E-7
41.0,41.0,0.38645777
42.0,42.0,0.34936336
43.0,43.0,0.06089249
44.0,44.0,2.359337E-5
45.0,45.0,0.2560358
46.0,46.0,0.5232268
47.0,47.0,0.14131737
48.0,48.0,0.06664506
49.0,49.0,0.20767847
50.0,50.0,6.335415E-5
51.0,51.0,0.021051297
52.0,52.0,1.7114475E-4
53.0,53.0,5.036982E-6
54.0,54.0,0.2568993
55.0,55.0,0.0030150644
56.0,56.0,8.051146E-6
57.0,57.0,0.10624664
58.0,58.0,5.932433E-6
59.0,59.0,0.0016237502
60.0,60.0,0.592405
61.0,61.0,0.0012871212
62.0,62.0,0.042776186
63.0,63.0,0.104240775
64.0,64.0,1.1306017E-5
65.0,65.0,0.34179825
66.0,66.0,0.0045792493
67.0,67.0,3.8612038E-7
68.0,68.0,0.24970682
69.0,69.0,0.2457453
70.0,70.0,0.63311625
71.0,71.0,0.2514662
72.0,72.0,0.26527572
73.0,73.0,1.2602544E-5
74.0,74.0,1.0617521E-5
75.0,75.0,0.004873263
76.0,76.0,1.670083E-4
77.0,77.0,0.123267405
78.0,78.0,0.22227168
79.0,79.0,4.454496E-8
80.0,80.0,7.116288E-5
81.0,81.0,0.15876344
82.0,82.0,0.35810867
83.0,83.0,0.0019237745
84.0,84.0,0.21016492
85.0,85.0,0.07382715
86.0,86.0,0.30471393
87.0,87.0,0.6792224
88.0,88.0,1.0180991E-5
89.0,89.0,3.334203E-5
90.0,90.0,0.0017604887
91.0,91.0,5.2707046E-6
92.0,92.0,0.11977671
93.0,93.0,0.3144584
94.0,94.0,0.3422148
95.0,95.0,3.934486E-8
96.0,96.0,0.0029517778
97.0,97.0,0.1536871
98.0,98.0,1.8359731E-7
99.0,99.0,0.29672623
100.0,100.0,0.5293856
101.0,101.0,3.744346E-5
102.0,102.0,0.397833
103.0,103.0,7.4035725E-8
104.0,104.0,0.40364382
105.0,105.0,0.20165285
106.0,106.0,0.1486776
107.0,107.0,0.06270863
108.0,108.0,8.395862E-5
109.0,109.0,1.88616E-4
110.0,110.0,0.023499666
111.0,111.0,3.4270522E-7
112.0,112.0,0.18498518
113.0,113.0,0.41099668
114.0,114.0,0.19300559
115.0,115.0,9.050186E-5
116.0,116.0,0.3639172
117.0,117.0,0.31656605
118.0,118.0,6.3099986E-5
119.0,119.0,0.2628855
120.0,120.0,1.7126125E-5
121.0,121.0,0.085433535
122.0,122.0,0.5477133
123.0,123.0,3.1991376E-4
124.0,124.0,0.44450605
125.0,125.0,0.10798339
126.0,126.0,4.908272E-6
127.0,127.0,0.11254792
128.0,128.0,1.1932478E-7
129.0,129.0,0.24242076
130.0,130.0,0.43580776
131.0,131.0,0.21374257
132.0,132.0,1.3027935E-4
133.0,133.0,1.5438367E-5
134.0,134.0,0.10891383
135.0,135.0,0.26107216
136.0,136.0,0.012504779
137.0,137.0,0.14022696
138.0,138.0,1.109821E-5
139.0,139.0,1.8860046E-5
140.0,140.0,0.19518866
141.0,141.0,0.097882606
142.0,142.0,0.25258753
143.0,143.0,0.35990465
144.0,144.0,0.27983955
145.0,145.0,0.12569928
146.0,146.0,1.2605982E-4
147.0,147.0,0.24761069
148.0,148.0,0.11251208
149.0,149.0,8.81418E-5
150.0,150.0,0.30453163
151.0,151.0,0.04501471
152.0,152.0,2.4366485E-4
153.0,153.0,0.072687685
154.0,154.0,0.72708035
155.0,155.0,4.8195754E-5
156.0,156.0,0.0048532477
157.0,157.0,0.05004504
158.0,158.0,0.33579436
159.0,159.0,1.345934E-4
160.0,160.0,0.36846152
161.0,161.0,0.0025872919
162.0,162.0,0.37462637
163.0,163.0,0.6787974
164.0,164.0,0.25357875
165.0,165.0,0.5263867
166.0,166.0,0.09550272
167.0,167.0,4.674872E-6
168.0,168.0,0.379146
169.0,169.0,0.24923033
170.0,170.0,0.20937103
171.0,171.0,2.0399696E-6
172.0,172.0,0.120192625
173.0,173.0,0.11272893
174.0,174.0,9.079283E-5
175.0,175.0,0.21790728
