X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.870145659124609E-4,66.12534739568713,0.8349938105824376
2.0,2.0,train,0.003100613714980817,89.27374162153946,0.9997059336553699
3.0,3.0,train,0.0010024295907275595,71.49353155445044,0.927848222816112
5.0,5.0,train,0.0010159894556479765,72.03718289862364,0.9303690147134807
6.0,6.0,train,0.005788046235762304,99.34047021126096,0.9999997444369179
7.0,7.0,train,0.003270876158157982,90.2277063773806,0.9998118436691906
8.0,8.0,train,0.0038572502880990286,93.82287762732322,0.999959575273748
9.0,9.0,train,7.547407362759711E-4,67.0543036490364,0.8618467533125881
10.0,10.0,train,0.0020960770502159187,83.08569436325003,0.9959017521702943
11.0,11.0,train,0.0015069360036342498,76.79865890869826,0.9807858381867277
12.0,12.0,train,0.0011043185026415932,73.52845553293491,0.9447672051953854
13.0,13.0,train,9.953297365991097E-4,71.3309084945643,0.9264921593733133
14.0,14.0,train,0.002500481504061299,86.80156084948352,0.9985809838822913
15.0,15.0,train,4.228372518702504E-5,3.5797516983780815,0.10496618876391772
16.0,16.0,train,2.2913058831538634E-4,42.83474327107473,0.4516933200143397
18.0,18.0,train,7.485916572299315E-5,10.497937378896513,0.17825611519240092
19.0,19.0,train,3.887352996169093E-4,56.36879746455036,0.6392253173278355
21.0,21.0,train,1.235742272237995E-4,23.379283622131705,0.27681281372170297
23.0,23.0,train,0.0015665507632402426,78.03290031111817,0.9835668399436495
24.0,24.0,train,9.240661933747974E-4,70.32078408907486,0.9113861059549822
25.0,25.0,train,4.2801176622969856E-4,58.02091776801004,0.6745376772154248
26.0,26.0,train,2.2591591324567435E-4,42.31876923334549,0.4470510905970122
27.0,27.0,train,3.3096190460926397E-4,52.83875538834047,0.5802031997414292
28.0,28.0,train,2.3257290628421427E-4,43.42239578274724,0.45662108037430915
29.0,29.0,train,3.8444180759488166E-4,56.19232313183576,0.6351399785108527
32.0,32.0,train,4.436457516296879E-4,58.86056810823501,0.687612365975107
34.0,34.0,train,3.415314920552496E-4,53.606437394925074,0.5916801293956898
35.0,35.0,train,8.034198327406263E-5,12.052564627462823,0.18998766937770895
36.0,36.0,train,0.005235873160338567,98.76167284672154,0.9999989125348375
38.0,38.0,train,2.009699318413567E-4,38.76590483867358,0.40966555829528095
39.0,39.0,train,3.130081303572743E-4,51.14243573490147,0.5599639919976054
40.0,40.0,train,2.0482070463416531E-4,39.33067202645418,0.4155973901803426
41.0,41.0,train,7.778626279646108E-4,67.84061475175795,0.8699753804781833
42.0,42.0,train,3.3757604989955185E-4,53.29561232519848,0.5874223411793339
4.0,4.0,test,0.0010485995659033358,72.50613588483762,0.9360765669003759
17.0,17.0,test,6.141477672679638E-5,7.001156584988685,0.14876504789297162
20.0,20.0,test,5.15293734645314E-4,61.13757311560038,0.7411263745688863
22.0,22.0,test,1.434064612205725E-4,28.394519887131395,0.31346593442229453
30.0,30.0,test,1.1878057295542273E-4,22.136091540588456,0.2676635909496793
31.0,31.0,test,2.2237762689644621E-4,42.017978558071896,0.4418960922629884
33.0,33.0,test,1.5377715076135974E-4,30.624758966039185,0.3318868425707071
37.0,37.0,test,8.435407191374808E-5,13.147627226017393,0.1984660567763501
