X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,4.911963170599172E-4,67.24439088072457,0.7767178833767746
3.0,3.0,train,0.0011372205297330096,80.5119356866678,0.9689212953483893
4.0,4.0,train,0.001193600833053928,81.41303998581326,0.9738348446720116
5.0,5.0,train,0.0010331123096480358,78.63509301555145,0.9572956413376883
6.0,6.0,train,0.00258252474826963,91.14475946162223,0.9996228449681492
9.0,9.0,train,7.281846567346446E-4,74.05627732451556,0.8916835617212324
10.0,10.0,train,0.0016974860172717908,86.08770420409635,0.9943797391030419
11.0,11.0,train,0.0014449948429373942,84.05911166558543,0.987853053588991
12.0,12.0,train,0.0011402911278216121,80.59440638175728,0.9692112240660217
14.0,14.0,train,0.001419463366491475,83.63063566903189,0.9868685560628859
15.0,15.0,train,3.832271545673803E-5,2.973227037331868,0.11039309990032475
17.0,17.0,train,8.551017236579712E-5,10.732998006104706,0.229726615947198
18.0,18.0,train,8.66637631949151E-5,11.030158613554354,0.23243413359008325
19.0,19.0,train,3.2547757051600153E-4,56.57856974604317,0.6297149452102497
20.0,20.0,train,5.004427965104972E-4,67.65615908456334,0.7829316515761785
22.0,22.0,train,2.7844318016062586E-4,51.42370697403986,0.5725488155390674
23.0,23.0,train,0.001002646595519108,78.37008428719004,0.9531339274214731
24.0,24.0,train,7.744172559478544E-4,75.2577196154469,0.9059395806734272
25.0,25.0,train,3.644345044490239E-4,60.012571551964704,0.671228937242076
26.0,26.0,train,2.1548408180757485E-4,42.73164594592956,0.48197921600066884
27.0,27.0,train,2.7033699505365615E-4,50.35500161349551,0.5618403797450753
29.0,29.0,train,1.759365039795557E-4,35.21182757065664,0.41551582098059325
30.0,30.0,train,1.7494999862774488E-4,35.050748319188365,0.41375317438945813
31.0,31.0,train,6.249581386211121E-4,71.3218922866174,0.8515655005413155
32.0,32.0,train,3.935615746565241E-4,62.23563036421502,0.6991972659387244
33.0,33.0,train,5.777354376938967E-4,69.88384896491945,0.8285510521865653
34.0,34.0,train,3.368267308335142E-4,57.70499698991843,0.6423227136284428
36.0,36.0,train,0.005759550726762538,99.39663760184804,0.9999999768287561
37.0,37.0,train,8.559506520051474E-5,10.75580639523106,0.22992618751250837
38.0,38.0,train,3.065938821470961E-4,54.555486653695205,0.6077445154743548
39.0,39.0,train,2.875485766283073E-4,52.53423321003594,0.5842654575291489
40.0,40.0,train,2.559629149572801E-4,48.50722636984613,0.5421880687857903
41.0,41.0,train,0.0013037795577425814,82.88707618376436,0.9813075270362486
42.0,42.0,train,4.797398631385543E-4,66.54173502864336,0.7687716958172127
2.0,2.0,test,0.0022833897517715663,89.72913149105946,0.9990601400651714
7.0,7.0,test,0.001494647942378339,84.34177387149401,0.9895613261843847
8.0,8.0,test,0.0015760540221054224,85.63090505708843,0.9918580067238463
13.0,13.0,test,3.435662260378003E-4,58.208778893807924,0.6496055129533018
16.0,16.0,test,1.1246415282464606E-4,17.868883795439185,0.29056304905176045
21.0,21.0,test,1.4688083145231764E-4,27.56426723728175,0.3613102901983014
28.0,28.0,test,2.7786936115048146E-4,51.274330847280616,0.5717994721975335
35.0,35.0,test,9.321143859797081E-5,12.565630450866465,0.24762243192591993
