Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
8.47647E-12,0.000000002,0.000000022,0.999895583,0,0
1.09318E-11,0.000000003,0.000000029,0.999791166,0,0
1.34353E-11,0.000000011,0.000000035,0.999164665,0,0
1.51646E-11,0.000000025,0.00000004,0.998120497,0,0
2.27584E-11,0.000000102,0.00000006,0.993839407,0,0
3.95071E-11,0.000000253,0.000000104,0.988514148,0,0
1.03681E-10,0.000001003,0.000000272,0.977445964,0,0
2.08951E-10,0.000002518,0.000000549,0.967004281,0,0
5.24968E-10,0.000010045,0.000001379,0.943510494,0,0
1.19423E-9,0.000025119,0.000003137,0.92419338,0,0
2.16576E-9,0.000050186,0.000005689,0.908530855,0,0
3.78442E-9,0.000100285,0.00000994,0.890779994,0,0
6.94634E-9,0.000250455,0.000018246,0.861125613,0,0
1.47608E-8,0.000500051,0.000038771,0.835752323,0,0
2.97412E-8,0.001001247,0.000078118,0.811736452,0,0
7.83082E-8,0.002507394,0.000205671,0.781037903,0,0
1.68176E-7,0.005011454,0.00044165,0.757961783,0,0
3.42921E-7,0.010032786,0.000900344,0.736556333,0,0
7.82856E-7,0.025045688,0.002054213,0.707737287,0,0
1.36357E-6,0.050126558,0.003575288,0.682990498,0,0
2.49605E-6,0.100079763,0.006534928,0.655006787,0,0
4.91007E-6,0.200341791,0.012814438,0.625770074,0,0
7.80869E-6,0.30024783,0.020302132,0.608958964,0,0
1.04571E-5,0.400467205,0.027093809,0.597368696,0,0
1.29984E-5,0.501278865,0.033566608,0.588493265,0,0
1.48771E-5,0.60146203,0.038323837,0.580975253,0,0
1.6432E-5,0.700262367,0.042243668,0.574396993,0,0
1.71008E-5,0.750642883,0.043924779,0.571264488,0,0
1.7861E-5,0.801397797,0.045831894,0.5682364,0,0
1.92637E-5,0.901684749,0.049341088,0.562597891,0,0
2.10728E-5,1.000753745,0.053847912,0.557481466,0,0
2.24606E-5,1.101191467,0.057290571,0.552678292,0,0
2.37868E-5,1.200958853,0.060568869,0.548188368,0,0
2.48402E-5,1.300719933,0.063164526,0.543907278,0,0
2.59796E-5,1.402063676,0.065964114,0.539730605,0,0
2.76647E-5,1.501792704,0.070089374,0.535867182,0,0
2.9902E-5,1.752165733,0.075538078,0.526782917,0,0
3.23136E-5,2.001418127,0.081375568,0.518429571,0,0
3.43227E-5,2.251866782,0.086210738,0.510598308,0,0
3.59116E-5,2.501189363,0.090016641,0.503184713,0,0
3.80338E-5,2.753191839,0.095074951,0.496084369,0,0
4.00028E-5,3.003723086,0.099743297,0.489401692,0,0
4.15712E-5,3.252392208,0.103444336,0.483032265,0,0
4.30296E-5,3.50204939,0.106872333,0.476871672,0,0
4.44317E-5,3.751642372,0.110155575,0.470919912,0,0
4.58449E-5,4.004238124,0.113452477,0.46507257,0,0
4.75053E-5,4.250902644,0.117310601,0.459538478,0,0
4.88813E-5,4.50169272,0.120495372,0.454108802,0,0
5.01438E-5,4.754104995,0.123407023,0.448783544,0,0.111111111
5.17424E-5,5.003620359,0.127080135,0.443667119,0,0.111111111
5.27166E-5,5.25430804,0.129311175,0.438655111,0,0.111111111
5.40438E-5,5.500064458,0.132341098,0.433851937,0,0.111111111
5.52741E-5,5.751731387,0.135140591,0.429048763,0,0.111111111
5.66546E-5,6.003860781,0.138270914,0.424350005,0,0.111111111
5.81428E-5,6.250877987,0.141632889,0.419860081,0,0.111111111
5.93741E-5,6.503340324,0.144404601,0.415370158,0,0.111111111
6.04847E-5,6.755156293,0.146896961,0.410984651,0,0.111111111
6.16798E-5,7.005759458,0.149570835,0.406703561,0,0.111111111
6.29411E-5,7.254967679,0.152383769,0.402526887,0,0.111111111
6.42607E-5,7.502896342,0.15531661,0.398454631,0,0.111111111
6.56361E-5,7.756423275,0.15836272,0.394382374,0,0.111111111
6.68515E-5,8.001682116,0.161045346,0.390518952,0,0.111111111
6.82304E-5,8.251667186,0.164078548,0.386655529,0,0.111111111
6.93158E-5,8.50618891,0.166458338,0.382792106,0,0.111111111
7.05465E-5,8.750951139,0.169148577,0.379137517,0,0.111111111
7.16531E-5,9.000002924,0.171560168,0.375482928,0,0.111111111
7.26313E-5,9.252463556,0.173685952,0.371828339,0,0.111111111
7.3814E-5,9.501422183,0.176248913,0.368278166,0.03030303,0.111111111
7.48134E-5,9.753998512,0.178408698,0.364727994,0.03030303,0.111111111
7.59274E-5,10.002664597,0.180809293,0.361282239,0.03030303,0.111111111
7.67589E-5,10.254694664,0.182596515,0.357836483,0.03030303,0.111111111
7.80214E-5,10.501909712,0.185302595,0.354495145,0.03030303,0.111111111
7.91242E-5,10.753286007,0.187659248,0.351153806,0.03030303,0.111111111
7.99225E-5,11.007814289,0.189360857,0.347812467,0.03030303,0.111111111
8.10908E-5,11.257581804,0.191844717,0.344575546,0.03030303,0.111111111
8.18689E-5,11.502221325,0.193494739,0.341443041,0.03030303,0.111111111
8.27359E-5,11.757476382,0.195329286,0.338206119,0.03030303,0.222222222
8.38485E-5,12.00744315,0.197677504,0.335073614,0.03030303,0.222222222
8.47995E-5,12.251916942,0.19967916,0.332045526,0.03030303,0.222222222
8.5967E-5,12.508153528,0.202129631,0.328913021,0.03030303,0.222222222
8.71606E-5,12.750523324,0.204627354,0.325989349,0.03030303,0.222222222
8.81932E-5,13.00500761,0.206781591,0.322961261,0.03030303,0.222222222
8.9148E-5,13.252992342,0.208768449,0.32003759,0.03030303,0.333333333
8.98861E-5,13.503531732,0.210301003,0.317113919,0.03030303,0.333333333
9.0743E-5,13.756511838,0.212076464,0.314190247,0.03030303,0.333333333
9.1664E-5,14.002972738,0.213980456,0.311370993,0.03030303,0.333333333
9.25148E-5,14.25169776,0.215734965,0.308551739,0.03030303,0.333333333
9.335E-5,14.502730941,0.217453556,0.305732484,0.03030303,0.333333333
9.4193E-5,14.756172577,0.219184466,0.30291323,0.03030303,0.333333333
9.49596E-5,15.002113088,0.22075519,0.300198392,0.03030303,0.333333333
9.57287E-5,15.25013969,0.222327839,0.297483554,0.03030303,0.333333333
9.66535E-5,15.50033544,0.224214744,0.294768717,0.03030303,0.333333333
9.76246E-5,15.752940786,0.226191024,0.292053879,0.03030303,0.333333333
9.83191E-5,16.007801832,0.227601385,0.289339041,0.03030303,0.333333333
9.91386E-5,16.254916198,0.229262142,0.286728621,0.03030303,0.333333333
1.00237E-4,16.5043799,0.231482904,0.2841182,0.03030303,0.333333333
1.01275E-4,16.755983319,0.233574319,0.281507779,0.03030303,0.333333333
1.02398E-4,17.000580689,0.235832269,0.279001775,0.03030303,0.333333333
1.03258E-4,17.25746853,0.237555962,0.276391354,0.03030303,0.333333333
1.04076E-4,17.506383594,0.239192965,0.27388535,0.03030303,0.333333333
1.04748E-4,17.756878275,0.240535397,0.271379346,0.03030303,0.333333333
1.05804E-4,18.009642394,0.242639035,0.268873342,0.03030303,0.333333333
1.06597E-4,18.25387377,0.244215581,0.266471755,0.03030303,0.333333333
1.07426E-4,18.500030749,0.245859445,0.264070168,0.060606061,0.333333333
1.08622E-4,18.759357066,0.248224052,0.261564164,0.060606061,0.333333333
1.09374E-4,19.009931326,0.249706825,0.259162577,0.060606061,0.333333333
1.1026E-4,19.251458903,0.251452566,0.256865407,0.060606061,0.333333333
1.1132E-4,19.506254784,0.253533053,0.25446382,0.060606061,0.333333333
1.12208E-4,19.752193691,0.255271627,0.252166649,0.060606061,0.333333333
1.13222E-4,20.000354724,0.257252575,0.249869479,0.060606061,0.333333333
1.14005E-4,20.250289919,0.258779773,0.247572309,0.060606061,0.333333333
1.14872E-4,20.502141323,0.260465601,0.245275138,0.060606061,0.333333333
1.16355E-4,20.756594386,0.263340367,0.242977968,0.060606061,0.333333333
1.17059E-4,21.001720016,0.264700875,0.240785215,0.060606061,0.333333333
1.18213E-4,21.260578255,0.266927191,0.238488044,0.060606061,0.333333333
1.19185E-4,21.509851803,0.268795692,0.236295291,0.060606061,0.333333333
1.20192E-4,21.76145257,0.27072745,0.234102537,0.060606061,0.333333333
1.21374E-4,22.003100842,0.272987526,0.232014201,0.060606061,0.333333333
1.22164E-4,22.258753626,0.274495155,0.229821447,0.121212121,0.333333333
1.23145E-4,22.504004191,0.276362048,0.227733111,0.121212121,0.333333333
1.2443E-4,22.751544251,0.278801611,0.225644774,0.121212121,0.333333333
1.25355E-4,23.001217734,0.280550193,0.223556437,0.121212121,0.333333333
1.26517E-4,23.253372634,0.282743307,0.221468101,0.121212121,0.333333333
1.2734E-4,23.507018188,0.284293148,0.219379764,0.121212121,0.333333333
1.28232E-4,23.762545647,0.285967727,0.217291427,0.121212121,0.333333333
1.28913E-4,24.006943941,0.287243907,0.215307508,0.121212121,0.333333333
1.29984E-4,24.253256047,0.289245314,0.213323588,0.121212121,0.333333333
1.31293E-4,24.501253387,0.291684532,0.211339668,0.121212121,0.333333333
1.32013E-4,24.751569973,0.293023458,0.209355748,0.121212121,0.333333333
1.3273E-4,25.003321791,0.294354492,0.207371828,0.121212121,0.333333333
1.33662E-4,25.256354238,0.296079757,0.205387909,0.121212121,0.333333333
1.34944E-4,25.511648369,0.29844514,0.203403989,0.121212121,0.333333333
1.36128E-4,25.755485485,0.300623873,0.201524486,0.121212121,0.333333333
1.3744E-4,26.001665262,0.303029299,0.199644983,0.121212121,0.333333333
1.38281E-4,26.263639,0.304568724,0.197661063,0.121212121,0.333333333
1.39172E-4,26.513324633,0.306194527,0.19578156,0.121212121,0.333333333
1.40246E-4,26.750946465,0.308149035,0.194006474,0.121212121,0.333333333
1.41099E-4,27.004365897,0.309696384,0.192126971,0.121212121,0.333333333
1.421E-4,27.259063385,0.311509068,0.190247468,0.121212121,0.333333333
1.42906E-4,27.501393751,0.312966082,0.188472382,0.121212121,0.333333333
1.4367E-4,27.759361997,0.314342277,0.186592879,0.121212121,0.333333333
1.44626E-4,28.004454807,0.316061564,0.184817793,0.121212121,0.333333333
1.45727E-4,28.251350599,0.31803792,0.183042706,0.121212121,0.333333333
1.469E-4,28.500180066,0.320135304,0.18126762,0.121212121,0.333333333
1.47892E-4,28.7509441,0.321903938,0.179492534,0.121212121,0.333333333
1.48481E-4,29.002863742,0.322953616,0.177717448,0.121212121,0.333333333
1.49996E-4,29.256785893,0.325641902,0.175942362,0.121212121,0.333333333
1.51095E-4,29.512631954,0.327585641,0.174167276,0.151515152,0.333333333
