x,y,species median
797.0,797.0,0.0068032816
798.0,798.0,2.3770948E-4
799.0,799.0,2.0090493E-4
800.0,800.0,6.143398E-5
801.0,801.0,1.3453419E-4
802.0,802.0,0.6013514
803.0,803.0,1.10833746E-4
804.0,804.0,0.09442592
805.0,805.0,0.28921613
806.0,806.0,0.21713643
807.0,807.0,0.22384219
808.0,808.0,8.653317E-5
809.0,809.0,0.19364296
810.0,810.0,0.07722313
811.0,811.0,0.115183055
812.0,812.0,0.010864382
813.0,813.0,6.6092775E-6
814.0,814.0,0.41341928
815.0,815.0,1.0042252E-5
816.0,816.0,3.0756494E-4
817.0,817.0,0.031955548
818.0,818.0,1.7203852E-4
819.0,819.0,0.10267341
820.0,820.0,5.740078E-5
821.0,821.0,0.16795053
822.0,822.0,0.15561092
823.0,823.0,0.16237569
824.0,824.0,0.14841239
825.0,825.0,0.3038151
826.0,826.0,0.0018148128
827.0,827.0,0.2985848
828.0,828.0,3.7979046E-4
829.0,829.0,6.8061764E-4
830.0,830.0,0.20149566
831.0,831.0,0.21694914
832.0,832.0,0.0013837955
833.0,833.0,0.18288893
834.0,834.0,8.967083E-4
835.0,835.0,0.67216754
836.0,836.0,8.053279E-5
837.0,837.0,0.7803551
838.0,838.0,0.047566798
839.0,839.0,0.006173239
840.0,840.0,0.32093418
841.0,841.0,0.19268182
842.0,842.0,0.033144504
843.0,843.0,0.8904308
844.0,844.0,9.9167206E-5
845.0,845.0,0.010307144
846.0,846.0,0.08068376
847.0,847.0,0.25175565
848.0,848.0,0.11109001
849.0,849.0,0.19419648
850.0,850.0,0.3266621
851.0,851.0,7.349978E-7
852.0,852.0,0.20904024
853.0,853.0,0.051675756
854.0,854.0,0.04707966
855.0,855.0,0.07022661
856.0,856.0,0.021888154
857.0,857.0,0.0036147914
858.0,858.0,0.47731996
859.0,859.0,0.34173718
860.0,860.0,1.9633695E-5
861.0,861.0,0.17817688
862.0,862.0,0.015658187
863.0,863.0,1.4258778E-5
864.0,864.0,0.030276079
865.0,865.0,0.92896277
866.0,866.0,6.040678E-4
867.0,867.0,0.2393875
868.0,868.0,0.26832974
869.0,869.0,0.12686649
870.0,870.0,0.28641587
871.0,871.0,0.3707132
872.0,872.0,0.0032979117
873.0,873.0,0.0016356147
874.0,874.0,0.001674486
875.0,875.0,6.512157E-4
876.0,876.0,0.09086894
877.0,877.0,0.8468057
878.0,878.0,0.24020359
879.0,879.0,0.30264163
880.0,880.0,3.0144965E-4
881.0,881.0,0.49300322
882.0,882.0,2.7429367E-5
883.0,883.0,0.34787685
884.0,884.0,0.12504604
885.0,885.0,0.075761095
886.0,886.0,0.0010195324
887.0,887.0,0.34298605
888.0,888.0,0.49335548
889.0,889.0,0.1726374
890.0,890.0,1.2365098E-5
891.0,891.0,0.2942055
892.0,892.0,0.11776273
893.0,893.0,0.0032063406
894.0,894.0,0.033380736
895.0,895.0,0.45018739
896.0,896.0,0.13078
897.0,897.0,0.2687957
898.0,898.0,2.9067689E-5
899.0,899.0,0.24779375
900.0,900.0,0.16606282
901.0,901.0,0.29684618
902.0,902.0,0.14988498
903.0,903.0,0.2813454
904.0,904.0,0.31853828
905.0,905.0,0.27441543
906.0,906.0,0.22203238
907.0,907.0,1.6096503E-5
908.0,908.0,0.37192655
909.0,909.0,3.78959E-5
910.0,910.0,0.29198998
911.0,911.0,7.176845E-5
912.0,912.0,0.08557776
913.0,913.0,0.040073805
914.0,914.0,1.2483945E-4
915.0,915.0,0.14496748
916.0,916.0,0.2875312
917.0,917.0,0.03918691
918.0,918.0,8.909549E-4
919.0,919.0,7.057459E-5
920.0,920.0,3.447178E-4
921.0,921.0,0.2302268
922.0,922.0,0.9707592
923.0,923.0,9.473649E-6
924.0,924.0,0.25248858
925.0,925.0,0.30108312
926.0,926.0,0.38538605
927.0,927.0,0.18845534
928.0,928.0,0.37952697
929.0,929.0,0.2915587
930.0,930.0,0.15780692
931.0,931.0,2.9824512E-5
932.0,932.0,0.06889533
933.0,933.0,0.15084647
934.0,934.0,5.983315E-4
935.0,935.0,9.056248E-6
936.0,936.0,9.079044E-4
937.0,937.0,0.26952338
938.0,938.0,0.2809649
939.0,939.0,0.003546598
940.0,940.0,0.1732552
941.0,941.0,0.55448455
942.0,942.0,0.021801844
943.0,943.0,0.16850433
944.0,944.0,0.0053720833
945.0,945.0,0.007046072
946.0,946.0,0.071735285
947.0,947.0,0.07726378
948.0,948.0,0.1423126
949.0,949.0,1.6046717E-4
950.0,950.0,0.007387021
