X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
2.0,2.0,train,0.0036096841857999086,90.90332250828463,0.9999237539680208
3.0,3.0,train,0.002615936456814428,86.22373318203326,0.9989628424171286
4.0,4.0,train,0.0024674001706224253,85.45800523331356,0.9984678934229154
5.0,5.0,train,0.002181471946488245,82.39293061683105,0.9967531336512984
6.0,6.0,train,0.006881568866966428,98.1899986376209,0.9999999858816936
7.0,7.0,train,0.00391481447757589,92.42802822487862,0.9999657912768612
8.0,8.0,train,0.004238210996436148,93.65120028600332,0.9999853708496562
9.0,9.0,train,4.1655031740242353E-4,59.94230745330676,0.6651763498039129
10.0,10.0,train,0.001012042726680513,72.81612338433902,0.9299348104331349
13.0,13.0,train,5.814274404855702E-4,65.51140440344469,0.7828644534486183
14.0,14.0,train,0.0011773350607602094,75.03843090381513,0.9546117493173474
15.0,15.0,train,7.272852498868487E-5,9.272929438889218,0.173896961605723
16.0,16.0,train,4.280459628043229E-4,60.38170968814053,0.6751354249992108
17.0,17.0,train,1.6327152818711854E-4,32.102808412909674,0.3487520073458493
18.0,18.0,train,1.0716483235922266E-4,18.422481608509884,0.24534116117435023
19.0,19.0,train,7.880443575561392E-4,70.01368632780516,0.8738083424244865
20.0,20.0,train,8.17359024254641E-4,70.51937534971063,0.8831605105639072
21.0,21.0,train,1.798209857811524E-4,35.9689677690443,0.3764555169092212
22.0,22.0,train,1.5046085100734564E-4,29.365002725740005,0.32646479043467047
23.0,23.0,train,0.0020715717853091275,81.53286473171033,0.9956665468835068
24.0,24.0,train,7.184431332648402E-4,68.76091154242737,0.848494315993451
25.0,25.0,train,9.917017759020629E-4,72.51288668355022,0.9260894488001379
26.0,26.0,train,1.675946970511046E-4,33.22046333528897,0.3561055225399028
28.0,28.0,train,4.2882256908874264E-4,60.40894209483625,0.6757974437395388
29.0,29.0,train,3.571545023523789E-4,56.488661189882926,0.6086435578641478
30.0,30.0,train,1.2164955765301875E-4,22.092274362438925,0.27351430006249744
31.0,31.0,train,8.294933789623695E-4,70.76737440196086,0.8868258435868333
33.0,33.0,train,4.99794486421705E-4,62.757011299883146,0.7309366644489816
34.0,34.0,train,1.2138065740752457E-4,22.005255253098582,0.2730009878873252
35.0,35.0,train,2.2773159477697255E-4,44.95451984350624,0.45018961022752135
36.0,36.0,train,0.004327599485916969,94.08395292219201,0.9999884322657128
37.0,37.0,train,1.7253468630778956E-4,34.35556257454903,0.36440662917914
41.0,41.0,train,0.0011619013197669851,74.73878672866161,0.9527339144448977
1.0,1.0,test,4.3042371167587425E-4,60.46508761797373,0.6771580843109133
11.0,11.0,test,6.389535804291734E-4,66.9540013153593,0.8133158631907248
12.0,12.0,test,2.4669757172067675E-4,47.5272772910602,0.4769089159749731
27.0,27.0,test,2.858704273146195E-4,51.27877832197378,0.5280559695138083
32.0,32.0,test,8.826278319403647E-5,13.023080054202804,0.20692664038808883
38.0,38.0,test,1.521285207375799E-4,29.714928559813796,0.32940873348052346
39.0,39.0,test,8.233971653457557E-5,11.640835282750437,0.19449144331126356
40.0,40.0,test,5.007789648977206E-5,4.740928872269608,0.12325530481221658
42.0,42.0,test,2.1037557069489133E-4,42.11768513478568,0.4245441654956442
