x,y,species_1 cloglog values
1.0,1.0,0.18454497
2.0,2.0,0.17909648
3.0,3.0,0.7406409
4.0,4.0,0.17430958
5.0,5.0,0.019457866
6.0,6.0,0.058287013
7.0,7.0,0.06220691
8.0,8.0,0.024325535
9.0,9.0,0.37483403
10.0,10.0,0.0027902469
11.0,11.0,0.20844889
12.0,12.0,0.44413367
13.0,13.0,0.14596413
14.0,14.0,0.5230429
15.0,15.0,0.028029349
16.0,16.0,0.25224036
17.0,17.0,0.7360722
18.0,18.0,0.10533508
19.0,19.0,0.039045986
20.0,20.0,0.11656787
21.0,21.0,0.20202594
22.0,22.0,0.0420835
23.0,23.0,0.0039737914
24.0,24.0,7.7697536E-5
25.0,25.0,0.104408875
26.0,26.0,0.19331855
27.0,27.0,0.6597242
28.0,28.0,0.029891916
29.0,29.0,0.2604561
30.0,30.0,0.0013843223
31.0,31.0,0.07937992
32.0,32.0,0.18168636
33.0,33.0,0.66529036
34.0,34.0,0.4047601
35.0,35.0,0.1270536
36.0,36.0,0.27666792
37.0,37.0,0.0795918
38.0,38.0,0.4040006
39.0,39.0,0.32108104
40.0,40.0,0.15247904
41.0,41.0,0.07884369
42.0,42.0,0.920273
43.0,43.0,0.016608706
44.0,44.0,0.086676285
45.0,45.0,0.587534
46.0,46.0,0.009859756
47.0,47.0,0.055319212
48.0,48.0,0.018398855
49.0,49.0,0.4519124
50.0,50.0,0.26417807
51.0,51.0,0.45097542
52.0,52.0,0.019166954
53.0,53.0,0.16232623
54.0,54.0,0.21851024
55.0,55.0,0.06735009
56.0,56.0,0.87741023
57.0,57.0,0.33800805
58.0,58.0,0.006138075
59.0,59.0,0.20817544
60.0,60.0,0.50632674
61.0,61.0,0.024324698
62.0,62.0,0.015962038
63.0,63.0,0.37622088
64.0,64.0,0.36260003
65.0,65.0,0.044169627
66.0,66.0,0.7919111
67.0,67.0,0.18025085
68.0,68.0,0.0010007664
69.0,69.0,0.20722441
70.0,70.0,0.63715875
71.0,71.0,0.7864407
72.0,72.0,0.27064916
73.0,73.0,0.25584546
74.0,74.0,0.06346359
75.0,75.0,0.27999344
76.0,76.0,0.03635554
77.0,77.0,0.46347436
78.0,78.0,0.051228072
79.0,79.0,0.3949541
80.0,80.0,0.15396954
81.0,81.0,0.124841146
82.0,82.0,0.13255516
83.0,83.0,0.09139918
84.0,84.0,0.27663094
85.0,85.0,0.49286476
86.0,86.0,0.4937116
87.0,87.0,0.013737812
88.0,88.0,0.10895799
89.0,89.0,0.77298707
90.0,90.0,0.9791838
91.0,91.0,0.34417498
