X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
3.0,3.0,train,2.0199736814928564E-4,31.94194973463872,0.5525564075989267
4.0,4.0,train,3.992624756822388E-4,61.71646790672671,0.7959865226279353
5.0,5.0,train,1.2824787496908127E-4,23.004091845357046,0.3998577783806012
6.0,6.0,train,2.7952778584465666E-4,41.13798898862941,0.67138677948029
7.0,7.0,train,2.3063991324739498E-4,35.50527407444601,0.6007782796228849
8.0,8.0,train,2.212692897579441E-4,34.20291219008131,0.5856032383568552
9.0,9.0,train,2.3352296160034065E-4,35.75957142192083,0.6053344186485208
10.0,10.0,train,2.533457188797701E-4,38.15281123889581,0.6352839331552593
11.0,11.0,train,2.9841627136123754E-4,44.197584445778276,0.6951922058171363
12.0,12.0,train,4.657346030318797E-4,72.32919751591783,0.8434237696762377
14.0,14.0,train,6.082349414218262E-4,84.0189469569777,0.9112155471369089
16.0,16.0,train,1.023551523167261E-4,19.53765647418728,0.3346904498588609
17.0,17.0,train,1.4095547052844144E-4,24.40088527442057,0.42946508188488197
18.0,18.0,train,3.583338839006088E-4,53.45275833575145,0.7598812539782527
19.0,19.0,train,3.69872273059191E-4,55.251700376372234,0.770662158777864
20.0,20.0,train,4.6352937852916587E-4,72.05909949149289,0.8420430438493285
21.0,21.0,train,3.547005507559637E-4,52.63737449082317,0.7563826312411465
22.0,22.0,train,3.7734180062037664E-4,56.75584710189442,0.7773818334510088
24.0,24.0,train,5.107973867508148E-4,77.20289062316985,0.8691389388120709
25.0,25.0,train,4.727598051994876E-4,73.09423996044245,0.8477424030254563
26.0,26.0,train,5.060560481543341E-4,76.6372026657645,0.8666452756450325
28.0,28.0,train,4.935905017023595E-4,75.56608514246292,0.8598600863929513
29.0,29.0,train,7.355272856370514E-4,90.28051598393448,0.9465136137753175
30.0,30.0,train,1.8547843658711202E-4,29.95767176783872,0.5221405255744082
31.0,31.0,train,3.2307306586245996E-4,47.376868082770216,0.7236919980023286
32.0,32.0,train,2.2460367080765427E-4,34.64324379379538,0.5910680233546766
33.0,33.0,train,1.1498815472102107E-4,21.27714428115967,0.3673248452705514
34.0,34.0,train,1.8635677854090946E-4,30.099027483705296,0.5238086392959616
35.0,35.0,train,2.0702909784159172E-4,32.53247883042226,0.5614307008139121
36.0,36.0,train,2.194123001026521E-4,33.96639772442977,0.5825281812767623
37.0,37.0,train,3.5572664649121446E-4,52.86509470237726,0.757375816584073
38.0,38.0,train,3.4883649678293954E-4,51.51984503902351,0.7506281442265483
39.0,39.0,train,3.569972485963889E-4,53.17793153140459,0.7586000567062983
40.0,40.0,train,5.404203889850075E-4,80.27646308116742,0.883696962877028
41.0,41.0,train,3.9043551481517927E-4,59.74484942991935,0.7886895209663467
42.0,42.0,train,3.7867986464729E-4,57.10632578932212,0.7785646085598097
43.0,43.0,train,4.6123919151817204E-4,71.56450333882219,0.84059623195304
44.0,44.0,train,3.995990644978037E-4,61.83554248758764,0.7962597275589284
46.0,46.0,train,2.8576171214417457E-4,42.38501079818899,0.6794422225867385
47.0,47.0,train,5.206116110359669E-4,78.36900734008815,0.8741534706724596
48.0,48.0,train,3.318129800603564E-4,48.508494017124654,0.7331410373164533
49.0,49.0,train,3.823941686965861E-4,57.78410875608036,0.7818150197243736
50.0,50.0,train,7.213191346923214E-4,89.768804806271,0.9434008733565196
51.0,51.0,train,2.8626351427089343E-4,42.509026861245104,0.6800819957514357
52.0,52.0,train,6.12729801412841E-4,84.27613339913941,0.912790233032662
53.0,53.0,train,7.987263353029314E-4,92.09583986993782,0.9584118582366434
54.0,54.0,train,1.4708680284488074E-4,25.25081502469221,0.44322348896417285
55.0,55.0,train,0.0025184126161606735,99.22798778726516,0.9999557858135539
56.0,56.0,train,3.4455713160415395E-4,50.71803269859621,0.7463431268567152
57.0,57.0,train,3.5394161292486405E-4,52.503893043246876,0.7556454204524685
58.0,58.0,train,4.4743354059347966E-4,69.42554017591924,0.8315895183230121
59.0,59.0,train,4.0919160075867696E-4,63.71108715376364,0.8038939486022363
60.0,60.0,train,4.3118442849631323E-4,67.33184193788524,0.8203345799723294
61.0,61.0,train,5.725551409443676E-4,82.45622544227274,0.8976639249478137
63.0,63.0,train,6.214827709124629E-4,84.92079019479658,0.915776965647963
65.0,65.0,train,8.112605117492482E-4,92.27305350789852,0.9604362533414118
66.0,66.0,train,0.0031533553010055595,99.54331968433608,0.9999964704464056
67.0,67.0,train,6.022597421501222E-4,83.78962525564155,0.9090781452509685
68.0,68.0,train,3.964741171782369E-4,61.03913239976894,0.7937091125293116
69.0,69.0,train,4.2597807398333826E-4,66.33278622270382,0.8165716342129514
70.0,70.0,train,3.3630808475109065E-4,49.21521946665887,0.737874317792156
71.0,71.0,train,4.947819988593505E-4,75.67655457978258,0.860523288869279
72.0,72.0,train,4.8827557889742314E-4,74.98186356926614,0.8568631141684784
73.0,73.0,train,7.462475623751052E-4,90.79872391119557,0.9487483962994318
