x,y,species median
384.0,384.0,0.03584723
385.0,385.0,0.124901
386.0,386.0,0.7285315
387.0,387.0,0.08723919
388.0,388.0,0.42078203
389.0,389.0,0.009156538
390.0,390.0,0.24132405
391.0,391.0,0.01746046
392.0,392.0,0.0028270322
393.0,393.0,0.12764171
394.0,394.0,0.080692306
395.0,395.0,0.045322552
396.0,396.0,0.14891036
397.0,397.0,0.13833019
398.0,398.0,0.4331586
399.0,399.0,0.07865806
400.0,400.0,0.11925195
401.0,401.0,0.6297772
402.0,402.0,0.71062547
403.0,403.0,0.82703745
404.0,404.0,2.749609E-4
405.0,405.0,0.8048611
406.0,406.0,0.043631416
407.0,407.0,0.027908785
408.0,408.0,0.11818457
409.0,409.0,0.0012781204
410.0,410.0,0.1516041
411.0,411.0,0.77836835
412.0,412.0,0.25009492
413.0,413.0,0.29968682
414.0,414.0,0.20373759
415.0,415.0,0.003436993
416.0,416.0,0.024215616
417.0,417.0,0.17633592
418.0,418.0,0.09015412
419.0,419.0,0.0018741817
420.0,420.0,0.008790882
421.0,421.0,0.13258517
422.0,422.0,0.008228657
423.0,423.0,0.10784984
424.0,424.0,0.08213728
425.0,425.0,0.5137628
426.0,426.0,0.08630555
427.0,427.0,0.0039817435
428.0,428.0,0.14738426
429.0,429.0,0.004119294
430.0,430.0,0.453176
431.0,431.0,0.13882191
432.0,432.0,0.08612291
433.0,433.0,0.056803137
434.0,434.0,0.5812222
435.0,435.0,0.76043046
