X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,7.386104289771197E-4,88.62606536618823,0.9217762630271712
2.0,2.0,train,8.36126553890368E-4,91.12720792541138,0.9441234015307078
4.0,4.0,train,3.29544786892983E-4,41.97971888869029,0.6791940565469516
5.0,5.0,train,1.3008160428256048E-4,17.787151300805455,0.3615917662109779
6.0,6.0,train,3.311797200445343E-4,42.25830291927635,0.6809984581364339
7.0,7.0,train,2.980139509732823E-4,37.44823633198138,0.6423278556785345
8.0,8.0,train,3.035400494403313E-4,38.217702130231196,0.6490822352681391
9.0,9.0,train,2.856042824356671E-4,35.803056145167744,0.6266823280324938
10.0,10.0,train,3.0186032325235483E-4,37.900122417076794,0.647042762762372
12.0,12.0,train,7.145015373700289E-4,88.16013534495882,0.9149917729110468
13.0,13.0,train,6.981466352875929E-4,87.65669024163151,0.9100573787549475
14.0,14.0,train,5.602286133672368E-4,78.04509263648553,0.8552533969387184
15.0,15.0,train,7.483938505713647E-4,88.76967583254284,0.924372448495917
16.0,16.0,train,5.039869828017256E-5,8.073358731205522,0.1595971191456036
18.0,18.0,train,3.369276860563545E-4,43.18103648431713,0.687262043872772
19.0,19.0,train,2.6029965900462455E-4,32.7710934760001,0.5926267429778775
20.0,20.0,train,3.1794465676698055E-4,40.55099894858929,0.6660950147370315
21.0,21.0,train,3.7596819274442596E-4,49.61782755604766,0.7266707393880226
22.0,22.0,train,4.434457009453751E-4,60.55579194004059,0.7834369072768975
23.0,23.0,train,5.233684714760848E-4,72.66049191192077,0.8356249103826286
24.0,24.0,train,6.358370450892808E-4,85.05576380410236,0.8884873541732832
25.0,25.0,train,4.0123029023742836E-4,53.46022598777924,0.749483764585976
26.0,26.0,train,7.818933745013477E-4,89.76574630844883,0.9326267281906468
27.0,27.0,train,5.855502419578648E-4,80.83011586815302,0.8673617036200824
29.0,29.0,train,0.0011190684725111753,95.43735040896073,0.9789477977341604
30.0,30.0,train,1.6850377656751507E-4,22.036314719455316,0.4408472511528694
31.0,31.0,train,6.175139734760464E-4,83.81347899691048,0.8812106204146122
32.0,32.0,train,2.779965189077752E-4,34.675479163059265,0.6167543132727088
33.0,33.0,train,5.864822630543398E-5,9.177829414042678,0.18317833433726372
35.0,35.0,train,1.1367645219774916E-4,15.831276155922653,0.3244175628394922
37.0,37.0,train,3.127438757386695E-4,39.64293217616473,0.6600498450081389
39.0,39.0,train,1.3802461475886983E-4,18.711901011433778,0.3788486240205198
42.0,42.0,train,3.0290991465415506E-4,38.10323712158623,0.6483185296378233
44.0,44.0,train,4.4990071979353737E-4,61.52682851253708,0.7882063779362095
45.0,45.0,train,0.0010222502055249744,94.55145168038428,0.9705991063274216
46.0,46.0,train,2.692281426178886E-4,33.755493937037194,0.6049837598500873
48.0,48.0,train,2.529947766340369E-4,31.756875335853298,0.5822298224084741
50.0,50.0,train,6.402023422333036E-4,85.28747069288319,0.8901541668718478
51.0,51.0,train,2.3631938216113013E-4,29.80938963950484,0.5574908954228188
52.0,52.0,train,6.180889600163323E-4,83.84212177250443,0.8814460275612703
53.0,53.0,train,9.231186244264985E-4,93.1650333474004,0.9586105579456922
54.0,54.0,train,3.379941710833223E-4,43.37101455118868,0.6884105985479737
55.0,55.0,train,0.0023376880865033554,99.09294049832317,0.999685632675203
56.0,56.0,train,4.0929531236049424E-4,54.71241612010222,0.7563580658502129
58.0,58.0,train,4.502411316660811E-4,61.580173292844115,0.7884549644778984
59.0,59.0,train,3.6176995646629355E-4,47.360270557243716,0.7129487968366681
60.0,60.0,train,3.8888125365359237E-4,51.800184248563305,0.7385802094879362
61.0,61.0,train,4.494388540044755E-4,61.478649434774724,0.7878686322920045
62.0,62.0,train,3.868195641313917E-4,51.49278812455393,0.7367141641576046
63.0,63.0,train,5.958626157211926E-4,82.0263755476159,0.871997666938932
64.0,64.0,train,6.048027047798859E-4,83.0442264014077,0.8758853826486245
65.0,65.0,train,9.421028637981325E-4,93.62014114185895,0.9612344947017585
66.0,66.0,train,0.0026646808919757793,99.35971656000369,0.9998982572566126
67.0,67.0,train,4.7681097063066784E-4,65.42920660753879,0.8069840509514461
68.0,68.0,train,4.302799803524684E-4,57.9059148252519,0.7733735114570639
69.0,69.0,train,3.777793652147795E-4,50.13691027459065,0.72837330881693
70.0,70.0,train,3.95549286958086E-4,52.75340937276638,0.7445253957626268
71.0,71.0,train,4.964068826922514E-4,67.91945696552051,0.8196016323572289
72.0,72.0,train,4.079092723663406E-4,54.52458435722413,0.7551902305495946
73.0,73.0,train,7.200207888641092E-4,88.30323564784621,0.9165951216040646
74.0,74.0,train,8.557503434918125E-4,91.82841986630038,0.947781114541036
75.0,75.0,train,0.0037390729440887446,100.0,0.9999975011525435
76.0,76.0,train,4.4759921589340014E-5,7.300780271630628,0.1430882014386926
77.0,77.0,train,4.6587040911419235E-4,64.05577034746683,0.7995595075188346
78.0,78.0,train,5.48237138768754E-4,75.94833307463973,0.8491396086120884
79.0,79.0,train,4.7258107653566037E-4,64.91800594719737,0.8041467173284005
80.0,80.0,train,6.022496782864123E-4,82.80518411181866,0.8747873701299307
81.0,81.0,train,5.342893695276255E-4,74.09599383088866,0.8417028120916014
