x,y,species_3 cloglog values
1.0,1.0,0.10899887
2.0,2.0,0.29274383
3.0,3.0,0.7659393
4.0,4.0,0.11351249
5.0,5.0,0.009067677
6.0,6.0,0.024066828
7.0,7.0,0.06962443
8.0,8.0,0.017569685
9.0,9.0,0.34999478
10.0,10.0,0.005209793
11.0,11.0,0.12252383
12.0,12.0,0.6321075
13.0,13.0,0.073285356
14.0,14.0,0.5064676
15.0,15.0,0.017030902
16.0,16.0,0.31214163
17.0,17.0,0.7413972
18.0,18.0,0.093894035
19.0,19.0,0.035839196
20.0,20.0,0.104988344
21.0,21.0,0.11270031
22.0,22.0,0.032943785
23.0,23.0,0.0025511612
24.0,24.0,6.234396E-5
25.0,25.0,0.09603484
26.0,26.0,0.2904556
27.0,27.0,0.763039
28.0,28.0,0.04610778
29.0,29.0,0.1816388
30.0,30.0,0.0010207632
31.0,31.0,0.090560846
32.0,32.0,0.25164887
33.0,33.0,0.5821073
34.0,34.0,0.4592761
35.0,35.0,0.13172488
36.0,36.0,0.23974554
37.0,37.0,0.053188488
38.0,38.0,0.32463646
39.0,39.0,0.31312776
40.0,40.0,0.10379262
41.0,41.0,0.09806172
42.0,42.0,0.8250825
43.0,43.0,0.021149823
44.0,44.0,0.056035846
45.0,45.0,0.40116015
46.0,46.0,0.005037509
47.0,47.0,0.050103333
48.0,48.0,0.015109148
49.0,49.0,0.3497169
50.0,50.0,0.23376784
51.0,51.0,0.37850147
52.0,52.0,0.018379495
53.0,53.0,0.07646858
54.0,54.0,0.19871224
55.0,55.0,0.086361684
56.0,56.0,0.61009365
57.0,57.0,0.32753825
58.0,58.0,0.0038600976
59.0,59.0,0.173708
60.0,60.0,0.28424168
61.0,61.0,0.013128593
62.0,62.0,0.014174706
63.0,63.0,0.32493806
64.0,64.0,0.35110533
65.0,65.0,0.033502672
66.0,66.0,0.74250287
67.0,67.0,0.063397914
68.0,68.0,7.073749E-4
69.0,69.0,0.1662475
70.0,70.0,0.6241662
71.0,71.0,0.83718556
72.0,72.0,0.19722667
73.0,73.0,0.1697786
74.0,74.0,0.024000594
75.0,75.0,0.1573225
76.0,76.0,0.026307859
77.0,77.0,0.44002128
78.0,78.0,0.03953732
79.0,79.0,0.31376314
80.0,80.0,0.093499884
81.0,81.0,0.07533569
82.0,82.0,0.15163887
83.0,83.0,0.061828014
84.0,84.0,0.20056
85.0,85.0,0.27615047
86.0,86.0,0.41867727
87.0,87.0,0.018684467
88.0,88.0,0.103949055
89.0,89.0,0.45115268
90.0,90.0,0.9428387
91.0,91.0,0.24660325
92.0,92.0,0.05355697
93.0,93.0,0.03753975
94.0,94.0,0.038822904
95.0,95.0,0.6363322
96.0,96.0,0.005379906
97.0,97.0,0.054396566
98.0,98.0,0.0058080787
99.0,99.0,0.20105791
100.0,100.0,0.26669818
101.0,101.0,0.1823023
102.0,102.0,0.20255822
103.0,103.0,0.9711239
104.0,104.0,0.1079432
105.0,105.0,0.067621246
106.0,106.0,0.09105893
107.0,107.0,0.043146446
108.0,108.0,0.07462961
109.0,109.0,0.13677612
110.0,110.0,0.07447632
111.0,111.0,0.28259706
112.0,112.0,0.1851066
113.0,113.0,0.082734995
114.0,114.0,0.017578155
115.0,115.0,0.0067992955
116.0,116.0,0.11740683
117.0,117.0,0.043124422
118.0,118.0,0.020779373
119.0,119.0,0.05837732
120.0,120.0,0.22287959
121.0,121.0,0.018729739
122.0,122.0,0.08727189
123.0,123.0,0.08646273
124.0,124.0,0.0037183098
125.0,125.0,0.012924306
126.0,126.0,0.040661104
127.0,127.0,0.2537151
128.0,128.0,0.7621035
129.0,129.0,0.39817345
130.0,130.0,0.79958934
131.0,131.0,0.13922924
132.0,132.0,0.5955753
133.0,133.0,0.1525653
134.0,134.0,0.017150177
135.0,135.0,0.12537383
136.0,136.0,3.2618438E-4
137.0,137.0,0.054631785
138.0,138.0,2.1812314E-4
139.0,139.0,0.002018954
