x,y,species min
509.0,509.0,0.66337866
510.0,510.0,0.004283539
511.0,511.0,0.011328234
512.0,512.0,0.027650818
513.0,513.0,0.20291251
514.0,514.0,0.023145499
515.0,515.0,0.011501678
516.0,516.0,0.02760395
517.0,517.0,0.7540427
518.0,518.0,0.0406943
519.0,519.0,0.16165651
520.0,520.0,5.2657913E-7
521.0,521.0,0.02263822
522.0,522.0,0.049192797
523.0,523.0,2.5074984E-4
524.0,524.0,0.041220225
525.0,525.0,0.05447271
526.0,526.0,0.8005154
527.0,527.0,0.020020073
528.0,528.0,0.06964318
529.0,529.0,0.0063065933
530.0,530.0,0.055592004
531.0,531.0,0.4518267
532.0,532.0,0.048617426
533.0,533.0,0.11059418
534.0,534.0,0.27458376
535.0,535.0,0.13260688
536.0,536.0,0.3087269
537.0,537.0,0.0069686305
538.0,538.0,0.03129537
539.0,539.0,0.045922186
540.0,540.0,0.33245277
541.0,541.0,0.011745499
542.0,542.0,0.029988654
543.0,543.0,0.013652398
544.0,544.0,0.8204208
545.0,545.0,0.26178002
546.0,546.0,0.087729804
547.0,547.0,0.004973554
548.0,548.0,0.037760653
549.0,549.0,0.11105024
550.0,550.0,0.045436304
551.0,551.0,0.0052538277
552.0,552.0,0.019406123
553.0,553.0,0.55672485
554.0,554.0,0.68528146
555.0,555.0,0.07454623
556.0,556.0,0.016757598
557.0,557.0,0.065054245
558.0,558.0,0.01583169
559.0,559.0,0.074837536
560.0,560.0,0.11503949
561.0,561.0,0.29289237
562.0,562.0,0.06361635
563.0,563.0,0.03465799
564.0,564.0,0.5726344
565.0,565.0,0.065658584
566.0,566.0,0.06602434
567.0,567.0,0.69022834
568.0,568.0,0.037031393
569.0,569.0,0.078522906
570.0,570.0,0.015918411
571.0,571.0,0.10416405
572.0,572.0,0.013784646
573.0,573.0,0.16116269
574.0,574.0,3.7805634E-4
575.0,575.0,0.052725226
576.0,576.0,0.549867
577.0,577.0,0.47502682
578.0,578.0,0.09190568
579.0,579.0,0.05176219
580.0,580.0,9.972185E-4
581.0,581.0,0.0254489
582.0,582.0,0.024528844
583.0,583.0,0.59315145
584.0,584.0,0.022570115
585.0,585.0,0.026898146
586.0,586.0,0.014586867
587.0,587.0,0.014385637
588.0,588.0,0.016972246
589.0,589.0,0.030247021
590.0,590.0,0.04639285
591.0,591.0,0.06349236
592.0,592.0,0.62347895
593.0,593.0,0.013106971
594.0,594.0,0.07230014
595.0,595.0,0.28666285
596.0,596.0,0.49827412
597.0,597.0,0.01898326
598.0,598.0,0.8058493
599.0,599.0,0.09318156
600.0,600.0,0.020861557
601.0,601.0,3.4545877E-4
602.0,602.0,0.025825307
603.0,603.0,0.1492962
604.0,604.0,0.17561413
605.0,605.0,0.19216487
606.0,606.0,9.721321E-4
607.0,607.0,0.7856857
608.0,608.0,0.06289327
609.0,609.0,0.030196073
610.0,610.0,0.35243693
611.0,611.0,0.68589336
612.0,612.0,0.034363057
613.0,613.0,6.847491E-4
614.0,614.0,3.1178776E-4
615.0,615.0,0.010734794
616.0,616.0,0.19876938
617.0,617.0,0.013907261
618.0,618.0,0.6451053
619.0,619.0,0.07933769
620.0,620.0,0.017771555
621.0,621.0,0.05213623
622.0,622.0,0.31247675
623.0,623.0,0.00237029
624.0,624.0,0.061671656
625.0,625.0,0.2079534
626.0,626.0,0.07672577
627.0,627.0,0.0033787652
628.0,628.0,0.010490249
629.0,629.0,0.014872667
630.0,630.0,0.5568323
631.0,631.0,0.043462045
632.0,632.0,1.5164084E-4
633.0,633.0,0.001169163
634.0,634.0,0.103136644
635.0,635.0,0.024697596
636.0,636.0,0.06537314
637.0,637.0,0.588426
638.0,638.0,0.07778994
639.0,639.0,0.30677655
640.0,640.0,0.39610022
641.0,641.0,0.005573622
642.0,642.0,0.09830705
643.0,643.0,0.5228899
644.0,644.0,0.16433108
645.0,645.0,0.043003935
646.0,646.0,0.6878255
647.0,647.0,0.42869288
648.0,648.0,0.5076181
649.0,649.0,0.77519715
650.0,650.0,0.1311353
651.0,651.0,0.65817213
652.0,652.0,0.0011462544
653.0,653.0,0.1321292
654.0,654.0,0.21073553
655.0,655.0,0.37400836
656.0,656.0,0.26223534
657.0,657.0,0.06229145
658.0,658.0,0.017028011
659.0,659.0,0.07214112
660.0,660.0,0.014906087
661.0,661.0,0.043294378
662.0,662.0,0.6868167
663.0,663.0,0.025527038
664.0,664.0,0.063990414
665.0,665.0,0.104422145
666.0,666.0,0.531076
667.0,667.0,0.024038382
668.0,668.0,0.2688665
669.0,669.0,0.02322627
670.0,670.0,0.0075423303
671.0,671.0,0.00419104
672.0,672.0,0.04390217
673.0,673.0,0.018737895
674.0,674.0,0.6248182
675.0,675.0,0.23039703
676.0,676.0,0.61113936
677.0,677.0,0.071312845
678.0,678.0,0.029756024
679.0,679.0,0.38984734
680.0,680.0,0.054143574
681.0,681.0,0.0036704286
682.0,682.0,0.04189074
683.0,683.0,8.88896E-4
684.0,684.0,0.2854764
685.0,685.0,0.06700244
686.0,686.0,0.8229947
687.0,687.0,0.015544196
688.0,688.0,0.5984599
689.0,689.0,0.043745596
690.0,690.0,0.04644918
691.0,691.0,4.6813913E-4
692.0,692.0,0.013221258
693.0,693.0,0.13773577
694.0,694.0,0.104121804
695.0,695.0,0.05762182
696.0,696.0,0.011711534
697.0,697.0,0.75289154
698.0,698.0,4.5947597E-4
699.0,699.0,0.102660924
700.0,700.0,0.012039023
701.0,701.0,0.016235065
702.0,702.0,0.11524283
703.0,703.0,0.06132168
704.0,704.0,0.020126179
705.0,705.0,0.006156692
706.0,706.0,0.7579216
707.0,707.0,0.15501475
708.0,708.0,0.24226779
709.0,709.0,0.0031183087
710.0,710.0,1.2242822E-4
711.0,711.0,0.6695476
712.0,712.0,0.32348272
713.0,713.0,0.20207219
714.0,714.0,0.16369843
715.0,715.0,0.0024125879
716.0,716.0,0.41232184
717.0,717.0,0.16520858
718.0,718.0,0.090089925
719.0,719.0,0.020428155
720.0,720.0,0.025722412
721.0,721.0,0.036631238
722.0,722.0,0.009230219
723.0,723.0,0.11379045
724.0,724.0,0.09555251
725.0,725.0,0.079702124
726.0,726.0,0.035656173
727.0,727.0,0.0063563627
728.0,728.0,0.0063130413
729.0,729.0,0.34817863
730.0,730.0,0.037508696
731.0,731.0,0.113346055
732.0,732.0,0.027472377
733.0,733.0,0.71695966
734.0,734.0,0.016893083
735.0,735.0,0.05842198
736.0,736.0,1.6567205E-6
737.0,737.0,0.08329061
738.0,738.0,0.059701946
739.0,739.0,0.6285492
740.0,740.0,0.01422897
741.0,741.0,0.013087049
742.0,742.0,0.7638292
743.0,743.0,0.75850064
744.0,744.0,0.2698455
745.0,745.0,0.15466392
746.0,746.0,0.65137005
747.0,747.0,0.052503236
748.0,748.0,0.023151932
749.0,749.0,0.2232774
750.0,750.0,0.008577016
751.0,751.0,0.10166376
752.0,752.0,0.80364233
753.0,753.0,0.09735337
754.0,754.0,0.13564552
755.0,755.0,0.12582627
756.0,756.0,0.033844803
757.0,757.0,0.079739965
758.0,758.0,0.013318644
759.0,759.0,0.0034026734
760.0,760.0,6.691901E-4
761.0,761.0,4.6353354E-4
762.0,762.0,0.04901374
763.0,763.0,0.02258692
764.0,764.0,0.10993897
765.0,765.0,0.726273
766.0,766.0,0.05984801
767.0,767.0,1.0721199E-4
768.0,768.0,0.5042584
769.0,769.0,0.044472713
770.0,770.0,0.016611345
771.0,771.0,0.20578256
772.0,772.0,6.2569097E-4
773.0,773.0,0.055465322
774.0,774.0,0.37095726
775.0,775.0,0.06714339
776.0,776.0,0.0036918365
777.0,777.0,0.49610162
778.0,778.0,0.89513516
779.0,779.0,0.0013824134
780.0,780.0,0.05294408
781.0,781.0,0.01796211
782.0,782.0,0.010745743
783.0,783.0,0.023522275
784.0,784.0,0.49900588
785.0,785.0,0.1004663
786.0,786.0,0.21344759
787.0,787.0,0.09460088
788.0,788.0,0.057480082
789.0,789.0,0.08984516
790.0,790.0,0.735989
791.0,791.0,0.44288793
792.0,792.0,0.0110907955
793.0,793.0,0.0021842937
794.0,794.0,2.9233712E-4
795.0,795.0,0.009269451
796.0,796.0,0.0280958
797.0,797.0,0.03915931
798.0,798.0,0.45345512
799.0,799.0,0.0050082128
800.0,800.0,0.056313228
801.0,801.0,0.016714105
802.0,802.0,0.8059722
803.0,803.0,0.06258281
804.0,804.0,0.16091377
805.0,805.0,0.013309022
806.0,806.0,0.6471654
807.0,807.0,0.78097224
808.0,808.0,0.011237452
809.0,809.0,3.8168178E-4
810.0,810.0,0.02766456
811.0,811.0,0.10208906
812.0,812.0,0.5925781
813.0,813.0,0.022122981
814.0,814.0,3.2975155E-4
815.0,815.0,0.32735753
816.0,816.0,0.27799952
817.0,817.0,0.58444804
818.0,818.0,0.017902078
819.0,819.0,0.26276088
820.0,820.0,0.05096631
821.0,821.0,0.05906522
822.0,822.0,0.19356228
823.0,823.0,0.13723566
824.0,824.0,0.3006383
825.0,825.0,0.7087646
826.0,826.0,0.010029097
827.0,827.0,0.004254319
828.0,828.0,0.6218113
829.0,829.0,0.03243967
830.0,830.0,0.7352918
831.0,831.0,0.018657556
832.0,832.0,0.03661354
833.0,833.0,0.1958618
834.0,834.0,0.012605844
835.0,835.0,0.63370633
836.0,836.0,0.53006834
837.0,837.0,0.23460107
838.0,838.0,0.18598083
839.0,839.0,0.08724616
840.0,840.0,0.72638935
841.0,841.0,0.35699785
842.0,842.0,0.16370995
843.0,843.0,0.67400104
844.0,844.0,0.29362667
845.0,845.0,0.024304789
846.0,846.0,0.07720262
847.0,847.0,2.4600473E-5
848.0,848.0,2.9158627E-4
849.0,849.0,0.001632453
850.0,850.0,0.5860873
851.0,851.0,0.04657218
852.0,852.0,0.28238332
853.0,853.0,0.015264163
854.0,854.0,0.7285566
855.0,855.0,0.0065108435
856.0,856.0,0.017159477
857.0,857.0,0.2847459
858.0,858.0,0.36574128
859.0,859.0,0.03931812
860.0,860.0,0.47096145
861.0,861.0,0.003201006
862.0,862.0,0.011772256
863.0,863.0,0.07857442
864.0,864.0,0.6163926
865.0,865.0,0.470719
866.0,866.0,0.011886449
867.0,867.0,0.11159988
868.0,868.0,0.07433779
869.0,869.0,0.05233307
870.0,870.0,0.30237642
871.0,871.0,0.005811216
872.0,872.0,0.0064006676
873.0,873.0,0.043394975
874.0,874.0,0.7163276
875.0,875.0,0.92751426
876.0,876.0,0.007938496
877.0,877.0,0.010943599
878.0,878.0,0.1453182
879.0,879.0,3.5636454E-5
880.0,880.0,0.0034443277
881.0,881.0,0.078244224
882.0,882.0,0.054168783
883.0,883.0,0.101530425
884.0,884.0,0.29237264
885.0,885.0,0.040243927
886.0,886.0,0.15674426
887.0,887.0,0.18357047
888.0,888.0,0.053574745
889.0,889.0,0.40609017
890.0,890.0,0.23858318
891.0,891.0,0.006338398
892.0,892.0,0.16131955
893.0,893.0,0.6131029
894.0,894.0,0.77805364
895.0,895.0,0.0047304137
896.0,896.0,0.7890587
897.0,897.0,1.4506529E-4
898.0,898.0,0.052718304
899.0,899.0,0.02304429
900.0,900.0,0.11679757
901.0,901.0,0.16072686
902.0,902.0,0.0010335009
903.0,903.0,0.014521959
904.0,904.0,0.28221524
905.0,905.0,0.042118438
906.0,906.0,0.10906158
907.0,907.0,0.007886027
908.0,908.0,0.0046310266
909.0,909.0,0.03483236
910.0,910.0,0.23336753
911.0,911.0,0.033137962
912.0,912.0,0.022999186
913.0,913.0,0.16023842
914.0,914.0,2.0086036E-5
915.0,915.0,3.0411153E-5
916.0,916.0,0.0062430217
917.0,917.0,0.025254628
918.0,918.0,0.0201652
919.0,919.0,0.352181
920.0,920.0,0.02045067
921.0,921.0,0.073924184
922.0,922.0,0.22117478
923.0,923.0,0.09658441
924.0,924.0,0.32023475
925.0,925.0,0.13074167
926.0,926.0,0.019607972
927.0,927.0,0.010664924
928.0,928.0,0.016615286
929.0,929.0,0.12904304
930.0,930.0,0.5479665
931.0,931.0,0.07653682
932.0,932.0,0.32385567
933.0,933.0,0.12757881
934.0,934.0,0.12167861
935.0,935.0,0.012402886
936.0,936.0,0.007212736
937.0,937.0,0.12416525
938.0,938.0,0.046664238
939.0,939.0,0.053750675
940.0,940.0,0.35065392
941.0,941.0,0.0016487581
942.0,942.0,0.027905468
943.0,943.0,0.41502577
944.0,944.0,0.0019676567
945.0,945.0,0.05844991
946.0,946.0,0.057139933
947.0,947.0,1.1062248E-7
948.0,948.0,0.08829518
949.0,949.0,0.03485522
950.0,950.0,0.011046485
951.0,951.0,0.34207448
952.0,952.0,0.005372093
953.0,953.0,0.14159511
954.0,954.0,0.0078055495
955.0,955.0,0.57981735
956.0,956.0,0.018250097
957.0,957.0,0.65944237
958.0,958.0,0.06600383
959.0,959.0,0.00397437
960.0,960.0,0.019439612
961.0,961.0,0.13277045
962.0,962.0,0.027545631
963.0,963.0,0.030672323
964.0,964.0,0.020595875
965.0,965.0,6.9512863E-4
966.0,966.0,0.03072163
967.0,967.0,0.075129755
968.0,968.0,0.08089308
969.0,969.0,0.021314764
970.0,970.0,0.025792371
971.0,971.0,0.02286064
972.0,972.0,0.006529226
973.0,973.0,0.20269735
974.0,974.0,0.009792133
975.0,975.0,0.035146054
976.0,976.0,0.09382062
977.0,977.0,0.0010501582
978.0,978.0,0.06262488
979.0,979.0,0.18733267
980.0,980.0,0.72155815
981.0,981.0,0.120832086
982.0,982.0,0.060920272
