x,y,species_2 cloglog values
1.0,1.0,0.13925727
2.0,2.0,0.3951119
3.0,3.0,0.7860179
4.0,4.0,0.10160598
5.0,5.0,0.018013617
6.0,6.0,0.032182243
7.0,7.0,0.045362018
8.0,8.0,0.04195882
9.0,9.0,0.30670846
10.0,10.0,0.0034724087
11.0,11.0,0.17035288
12.0,12.0,0.5645475
13.0,13.0,0.076629385
14.0,14.0,0.48014858
15.0,15.0,0.022293618
16.0,16.0,0.3022188
17.0,17.0,0.75798845
18.0,18.0,0.079355024
19.0,19.0,0.05427408
20.0,20.0,0.093322724
21.0,21.0,0.12403732
22.0,22.0,0.08524809
23.0,23.0,0.0037430427
24.0,24.0,8.47686E-5
25.0,25.0,0.079759
26.0,26.0,0.3684307
27.0,27.0,0.45710638
28.0,28.0,0.039748278
29.0,29.0,0.15474497
30.0,30.0,0.0011122272
31.0,31.0,0.06306563
32.0,32.0,0.18780759
33.0,33.0,0.7478183
34.0,34.0,0.35799158
35.0,35.0,0.11961085
36.0,36.0,0.34934402
37.0,37.0,0.11190806
38.0,38.0,0.25846034
39.0,39.0,0.35520414
40.0,40.0,0.17107932
41.0,41.0,0.09892901
42.0,42.0,0.8149906
43.0,43.0,0.008227545
44.0,44.0,0.08329353
45.0,45.0,0.5433635
46.0,46.0,0.006961057
47.0,47.0,0.031376358
48.0,48.0,0.013771126
49.0,49.0,0.30722088
50.0,50.0,0.33506545
51.0,51.0,0.56205326
52.0,52.0,0.022672588
53.0,53.0,0.1365785
54.0,54.0,0.17588326
55.0,55.0,0.07695577
56.0,56.0,0.88020027
57.0,57.0,0.3472266
58.0,58.0,0.0029799964
59.0,59.0,0.23955144
60.0,60.0,0.396092
61.0,61.0,0.008485565
62.0,62.0,0.0073123034
63.0,63.0,0.49147534
64.0,64.0,0.36059383
65.0,65.0,0.042946953
66.0,66.0,0.6496201
67.0,67.0,0.11061991
68.0,68.0,8.569754E-4
69.0,69.0,0.23244703
70.0,70.0,0.6452051
71.0,71.0,0.81536955
72.0,72.0,0.14429866
73.0,73.0,0.31164408
74.0,74.0,0.0396149
75.0,75.0,0.23265107
76.0,76.0,0.10611489
77.0,77.0,0.5442476
78.0,78.0,0.016575469
79.0,79.0,0.2379352
80.0,80.0,0.15798438
81.0,81.0,0.06970543
82.0,82.0,0.11326775
83.0,83.0,0.09215583
84.0,84.0,0.1606079
85.0,85.0,0.382678
86.0,86.0,0.29560122
87.0,87.0,0.015569232
88.0,88.0,0.14696673
89.0,89.0,0.72470415
90.0,90.0,0.89534307
91.0,91.0,0.43042475
92.0,92.0,0.09520077
93.0,93.0,0.05008057
94.0,94.0,0.041586533
95.0,95.0,0.67342824
96.0,96.0,0.008558211
97.0,97.0,0.090933956
98.0,98.0,0.009014711
99.0,99.0,0.20640275
100.0,100.0,0.22813304
101.0,101.0,0.16024102
102.0,102.0,0.13055417
103.0,103.0,0.80200523
104.0,104.0,0.1103166
105.0,105.0,0.1336112
106.0,106.0,0.21759193
107.0,107.0,0.053826828
108.0,108.0,0.12627837
109.0,109.0,0.12526537
110.0,110.0,0.07392643
111.0,111.0,0.21552034
112.0,112.0,0.25405276
113.0,113.0,0.07583658
114.0,114.0,0.026177492
115.0,115.0,0.004133537
116.0,116.0,0.21069515
117.0,117.0,0.06892482
118.0,118.0,0.02756933
119.0,119.0,0.20627685
120.0,120.0,0.10616102
121.0,121.0,0.02818292
122.0,122.0,0.082202666
123.0,123.0,0.219733
124.0,124.0,0.0058634663
125.0,125.0,0.007761205
126.0,126.0,0.050056536
127.0,127.0,0.12425642
128.0,128.0,0.6497199
129.0,129.0,0.42428252
130.0,130.0,0.80001515
131.0,131.0,0.21594024
132.0,132.0,0.28330004
133.0,133.0,0.17870605
134.0,134.0,0.01801447
135.0,135.0,0.104600064
136.0,136.0,3.8563288E-4
137.0,137.0,0.18204346
138.0,138.0,2.471044E-4
139.0,139.0,0.0017102734
140.0,140.0,0.0109275365
141.0,141.0,0.9260328
142.0,142.0,0.03896863
143.0,143.0,0.6722644
144.0,144.0,0.12021372
145.0,145.0,0.8576108
146.0,146.0,0.07549944
147.0,147.0,0.1377143
148.0,148.0,0.47204173
149.0,149.0,2.842188E-4
150.0,150.0,0.14616446
151.0,151.0,0.11490869
152.0,152.0,0.1622929
153.0,153.0,5.8368733E-4
154.0,154.0,0.17378376
155.0,155.0,0.06430974
156.0,156.0,0.0058128755
157.0,157.0,0.25761166
158.0,158.0,0.007686358
159.0,159.0,0.8409271
160.0,160.0,0.045236558
161.0,161.0,0.12775871
162.0,162.0,0.09204649
163.0,163.0,0.12290861
164.0,164.0,0.07666633
165.0,165.0,0.04343215
166.0,166.0,0.79324204
167.0,167.0,0.2558955
168.0,168.0,0.41541538
169.0,169.0,0.13494314
170.0,170.0,0.5346348
171.0,171.0,0.32605213
172.0,172.0,0.0067817797
173.0,173.0,0.31818295
174.0,174.0,0.015085621
175.0,175.0,0.034386273
176.0,176.0,0.03179218
177.0,177.0,0.1187046
178.0,178.0,0.06958641
179.0,179.0,0.11431843
180.0,180.0,0.06257383
181.0,181.0,0.113069266
182.0,182.0,0.07613309
183.0,183.0,0.5235011
184.0,184.0,0.48530522
185.0,185.0,0.121692255
186.0,186.0,0.06532647
187.0,187.0,0.02905291
188.0,188.0,0.033212975
189.0,189.0,0.8910172
190.0,190.0,0.068708315
191.0,191.0,0.9937287
192.0,192.0,0.15072334
193.0,193.0,0.055309474
194.0,194.0,0.15920931
195.0,195.0,0.13580526
196.0,196.0,0.1795756
197.0,197.0,0.006979749
198.0,198.0,0.8833354
199.0,199.0,0.9395279
200.0,200.0,0.73828715
201.0,201.0,0.2011924
202.0,202.0,0.06446005
203.0,203.0,0.09205565
204.0,204.0,0.120683074
205.0,205.0,0.114090346
206.0,206.0,0.12515986
207.0,207.0,0.90476865
208.0,208.0,0.12704043
209.0,209.0,0.75064415
210.0,210.0,0.010055269
211.0,211.0,0.020597193
212.0,212.0,0.028341759
213.0,213.0,0.04340638
214.0,214.0,0.10566047
215.0,215.0,0.117525145
216.0,216.0,0.13216627
217.0,217.0,0.6691817
218.0,218.0,0.2981474
219.0,219.0,0.049691826
220.0,220.0,0.20296177
221.0,221.0,0.38946268
222.0,222.0,0.26650244
223.0,223.0,0.006931017
224.0,224.0,0.11026603
225.0,225.0,0.16240801
226.0,226.0,0.91901046
227.0,227.0,3.418977E-4
228.0,228.0,0.0819473
229.0,229.0,0.80613154
230.0,230.0,7.8695355E-4
231.0,231.0,0.62944454
232.0,232.0,0.44890064
233.0,233.0,0.0070803748
234.0,234.0,0.70574594
235.0,235.0,0.03145616
236.0,236.0,0.7841242
237.0,237.0,0.11657061
238.0,238.0,0.6604798
239.0,239.0,0.7816666
240.0,240.0,0.0017611448
241.0,241.0,0.6122849
242.0,242.0,0.15665548
243.0,243.0,0.06580192
244.0,244.0,0.18849981
245.0,245.0,0.1148456
246.0,246.0,0.01418794
247.0,247.0,0.069387116
248.0,248.0,0.044379488
249.0,249.0,7.49169E-5
250.0,250.0,0.2758259
251.0,251.0,4.1350175E-4
252.0,252.0,0.31348178
253.0,253.0,0.035175778
254.0,254.0,0.7357172
255.0,255.0,0.6755865
256.0,256.0,0.108591296
257.0,257.0,0.038809016
258.0,258.0,0.40619662
259.0,259.0,0.03164648
260.0,260.0,0.15953015
261.0,261.0,0.039360374
262.0,262.0,0.12573718
263.0,263.0,0.0040321625
264.0,264.0,0.0054218206
265.0,265.0,0.1662555
