X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,7.879091191408547E-4,91.5573221954183,0.9634375669301803
2.0,2.0,train,0.0011461889995473447,97.1339240044295,0.9918788966462747
3.0,3.0,train,8.820983029712831E-5,18.25783155796674,0.3095605955279884
5.0,5.0,train,1.3375119057211501E-4,24.275575888489062,0.42974564769241774
6.0,6.0,train,3.2439838546861465E-4,52.41661209076998,0.7439221594780734
7.0,7.0,train,2.5971357651175095E-4,39.87298121454799,0.6639977354595589
8.0,8.0,train,2.428369242807945E-4,37.41199530986475,0.6393206035760632
9.0,9.0,train,2.2920941589685837E-4,35.85481802026048,0.6180779142567802
10.0,10.0,train,2.5888677128052756E-4,39.748115697706,0.6628290831686668
11.0,11.0,train,2.6919485181816293E-4,41.497304268139814,0.6771130146775959
13.0,13.0,train,7.54204348752338E-4,90.79268964985579,0.9578784025697933
15.0,15.0,train,6.088341253620731E-4,86.71674862887342,0.9224419883627961
16.0,16.0,train,7.735274992600861E-5,16.475558768899948,0.27735269839558097
17.0,17.0,train,1.0435077431319341E-4,20.54104860159672,0.3548091466387876
19.0,19.0,train,3.0844249248485804E-4,49.15858659096629,0.726175769645495
21.0,21.0,train,3.400491403403769E-4,55.98612650969991,0.7602113494587422
22.0,22.0,train,3.578651774262811E-4,59.60271575158838,0.777496794530004
23.0,23.0,train,4.0495980816039574E-4,68.86510731428558,0.8174228164122644
25.0,25.0,train,3.797380768699667E-4,64.07212741255422,0.797023790947789
26.0,26.0,train,5.015158153471067E-4,79.75541748269518,0.8782831885731273
27.0,27.0,train,0.001037193927334877,95.5618739943525,0.987164967690562
28.0,28.0,train,4.836760167709612E-4,78.4128969617259,0.8688143734355904
29.0,29.0,train,0.0012125549705667021,97.4342581134454,0.9938541949596233
30.0,30.0,train,1.381781887407213E-4,24.882294706727226,0.44024912296225016
32.0,32.0,train,1.6920471528953E-4,28.667105425828254,0.5086289808063429
33.0,33.0,train,8.721540182577961E-5,18.132233104089636,0.3066713000062481
34.0,34.0,train,1.4831042792017891E-4,26.058725846877362,0.4635664769085831
36.0,36.0,train,2.062684266509992E-4,33.027183597488545,0.5794536593053674
37.0,37.0,train,4.4720042992391903E-4,74.45256154478838,0.8470993505231393
38.0,38.0,train,3.318108923387071E-4,54.17057508593949,0.7517705573825939
40.0,40.0,train,3.964941334372243E-4,67.2740127952678,0.810815328196347
41.0,41.0,train,2.8286016052422354E-4,43.7341944839357,0.695120543270779
42.0,42.0,train,2.9438711830112965E-4,45.810045571531425,0.7095270846264088
43.0,43.0,train,5.481674671916345E-4,83.25049967398748,0.8999381127528544
44.0,44.0,train,5.453541707548088E-4,82.96020852327383,0.8987489594692447
45.0,45.0,train,9.410452757255127E-4,94.45705466993643,0.9807801506129934
46.0,46.0,train,2.728894355158917E-4,42.02947522551116,0.6820839383607002
47.0,47.0,train,4.785922387665236E-4,77.86069792921742,0.8659836162080857
48.0,48.0,train,2.7124014782266905E-4,41.73971596164304,0.6798744107044363
49.0,49.0,train,3.5218185281851743E-4,58.368260478932854,0.7721225514678604
51.0,51.0,train,2.664847274919016E-4,41.27587394944111,0.6734172939542274
52.0,52.0,train,5.416677321259106E-4,82.64822989680626,0.8971693192854656
53.0,53.0,train,7.631360149790107E-4,91.01299155815967,0.9594290170974895
54.0,54.0,train,2.4141338274143295E-4,37.30244517892203,0.6371580047808334
56.0,56.0,train,3.4855516891916025E-4,57.50977472729423,0.7686254511289987
57.0,57.0,train,3.017191878719305E-4,47.69212582903901,0.7183345125404773
58.0,58.0,train,3.628376717068466E-4,60.864929750053854,0.7820948037426803
60.0,60.0,train,3.493470461870266E-4,57.75404268038175,0.7693935856535893
62.0,62.0,train,3.390615427677792E-4,55.83528608978474,0.75921480827987
63.0,63.0,train,6.749054315098636E-4,89.03260996440542,0.9412337729018647
64.0,64.0,train,7.834149302073661E-4,91.32144354742069,0.9627409776799397
65.0,65.0,train,8.678462857687744E-4,93.22781543895948,0.9738634601173457
66.0,66.0,train,0.003208524710639432,100.0,0.999998592691514
67.0,67.0,train,5.543817381725901E-4,83.68660838146609,0.9025155626115101
69.0,69.0,train,3.646458011025566E-4,61.20828576295579,0.7837430991785687
71.0,71.0,train,3.5099402604060005E-4,58.047589704137756,0.7709830266279407
72.0,72.0,train,3.649537540376812E-4,61.25585485951476,0.7840225846652088
73.0,73.0,train,8.621956681524487E-4,93.12231774035087,0.973235846093942
74.0,74.0,train,5.212261634340985E-4,81.16220987789185,0.887952175747925
75.0,75.0,train,0.0026268824755856313,99.41083787016632,0.9999838128314192
76.0,76.0,train,9.293443379782023E-5,19.059747275021717,0.3231242116646701
77.0,77.0,train,3.3848156200104207E-4,55.73948046922619,0.7586276460997161
78.0,78.0,train,4.1310175893323443E-4,70.14325479438618,0.8235598335048968
79.0,79.0,train,3.314493252013126E-4,54.10840325767497,0.7513933695128472
81.0,81.0,train,4.613512055555094E-4,75.73070847233642,0.8559207059331171
82.0,82.0,train,3.3297136922143527E-4,54.38803293241322,0.752977308526571
84.0,84.0,train,6.076747497683532E-4,86.666058458819,0.9220634636910761
85.0,85.0,train,7.946915402322672E-4,91.62645629924056,0.9644642477654697
86.0,86.0,train,2.75102765841833E-4,42.4625406807887,0.6850251595778509
87.0,87.0,train,0.0026832145076682383,99.67915028222475,0.9999872228431286
88.0,88.0,train,1.0225058755041029E-5,0.7475244232095866,0.042030138752706
89.0,89.0,train,1.3354092686587092E-4,24.2520630687063,0.42924190309722277
90.0,90.0,train,1.4188406757341437E-4,25.326874701468807,0.44889276495895336
91.0,91.0,train,1.4070906784557024E-4,25.17768515279525,0.4461667294479923
92.0,92.0,train,2.4659992745263993E-4,37.96426696077361,0.6449753708591213
93.0,93.0,train,4.811739271624007E-4,78.04273695710297,0.8674287077766228
96.0,96.0,train,2.464490979550073E-4,37.94219474130245,0.6447504301610416
97.0,97.0,train,4.71524953054333E-4,77.21451277391711,0.8619466347083304
99.0,99.0,train,6.744799415528662E-4,89.02278013735388,0.941128675760435
101.0,101.0,train,2.374523142521541E-4,36.83672448692826,0.6310719946791764
103.0,103.0,train,3.7205219313733045E-4,62.508795673780725,0.7903656625655215
104.0,104.0,train,4.8124741785562464E-4,78.05668223723306,0.8674696150511606
105.0,105.0,train,2.6181530846210475E-4,40.30479003516816,0.6669502369661943
108.0,108.0,train,9.645452213192922E-4,94.782259060291,0.9825862827939471
109.0,109.0,train,1.64489633495659E-4,28.129473323098104,0.4988026540620628
110.0,110.0,train,2.449966653161082E-4,37.71225254326014,0.6425770264196866
