variable,x,y
wc2.0_bio_2.5m_5,-11.22920007705689,0.08753053843975067
wc2.0_bio_2.5m_5,-11.109651278686528,0.08753053843975067
wc2.0_bio_2.5m_5,-10.990102480316168,0.08753053843975067
wc2.0_bio_2.5m_5,-10.870553681945806,0.08753053843975067
wc2.0_bio_2.5m_5,-10.751004883575444,0.08753053843975067
wc2.0_bio_2.5m_5,-10.631456085205082,0.08753053843975067
wc2.0_bio_2.5m_5,-10.51190728683472,0.08753053843975067
wc2.0_bio_2.5m_5,-10.39235848846436,0.08753053843975067
wc2.0_bio_2.5m_5,-10.272809690093998,0.08753053843975067
wc2.0_bio_2.5m_5,-10.153260891723637,0.08753053843975067
wc2.0_bio_2.5m_5,-10.033712093353277,0.08753053843975067
wc2.0_bio_2.5m_5,-9.914163294982915,0.08753053843975067
wc2.0_bio_2.5m_5,-9.794614496612553,0.08753053843975067
wc2.0_bio_2.5m_5,-9.675065698242191,0.08753053843975067
wc2.0_bio_2.5m_5,-9.555516899871831,0.08753053843975067
wc2.0_bio_2.5m_5,-9.43596810150147,0.08753053843975067
wc2.0_bio_2.5m_5,-9.316419303131108,0.08753053843975067
wc2.0_bio_2.5m_5,-9.196870504760746,0.08753053843975067
wc2.0_bio_2.5m_5,-9.077321706390386,0.08753053843975067
wc2.0_bio_2.5m_5,-8.957772908020024,0.08753053843975067
wc2.0_bio_2.5m_5,-8.838224109649662,0.08753053843975067
wc2.0_bio_2.5m_5,-8.7186753112793,0.08753053843975067
wc2.0_bio_2.5m_5,-8.59912651290894,0.08753053843975067
wc2.0_bio_2.5m_5,-8.479577714538578,0.08753053843975067
wc2.0_bio_2.5m_5,-8.360028916168217,0.08753053843975067
wc2.0_bio_2.5m_5,-8.240480117797855,0.08753053843975067
wc2.0_bio_2.5m_5,-8.120931319427495,0.08753053843975067
wc2.0_bio_2.5m_5,-8.001382521057133,0.08753053843975067
wc2.0_bio_2.5m_5,-7.881833722686771,0.08753053843975067
wc2.0_bio_2.5m_5,-7.76228492431641,0.08753053843975067
wc2.0_bio_2.5m_5,-7.6427361259460485,0.08753053843975067
wc2.0_bio_2.5m_5,-7.5231873275756875,0.08753053843975067
wc2.0_bio_2.5m_5,-7.403638529205326,0.08753053843975067
wc2.0_bio_2.5m_5,-7.284089730834964,0.08753053843975067
wc2.0_bio_2.5m_5,-7.164540932464604,0.08753053843975067
wc2.0_bio_2.5m_5,-7.044992134094242,0.08753053843975067
wc2.0_bio_2.5m_5,-6.92544333572388,0.08753053843975067
wc2.0_bio_2.5m_5,-6.805894537353519,0.08753053843975067
wc2.0_bio_2.5m_5,-6.686345738983158,0.08753053843975067
wc2.0_bio_2.5m_5,-6.566796940612797,0.08753053843975067
wc2.0_bio_2.5m_5,-6.447248142242436,0.08753053843975067
wc2.0_bio_2.5m_5,-6.327699343872074,0.08753053843975067
wc2.0_bio_2.5m_5,-6.208150545501712,0.08779935538768768
wc2.0_bio_2.5m_5,-6.088601747131351,0.08861052989959717
wc2.0_bio_2.5m_5,-5.96905294876099,0.08942882716655731
wc2.0_bio_2.5m_5,-5.849504150390628,0.0902542993426323
wc2.0_bio_2.5m_5,-5.7299553520202675,0.09108699858188629
wc2.0_bio_2.5m_5,-5.610406553649906,0.09192699193954468
wc2.0_bio_2.5m_5,-5.490857755279544,0.09277433156967163
wc2.0_bio_2.5m_5,-5.371308956909183,0.09362906217575073
wc2.0_bio_2.5m_5,-5.251760158538822,0.09449125826358795
wc2.0_bio_2.5m_5,-5.13221136016846,0.09536097198724747
wc2.0_bio_2.5m_5,-5.012662561798099,0.09623825550079346
wc2.0_bio_2.5m_5,-4.8931137634277375,0.0971231609582901
wc2.0_bio_2.5m_5,-4.773564965057376,0.09801576286554337
wc2.0_bio_2.5m_5,-4.654016166687015,0.09891611337661743
wc2.0_bio_2.5m_5,-4.534467368316654,0.09982425719499588
wc2.0_bio_2.5m_5,-4.414918569946292,0.10074027627706528
wc2.0_bio_2.5m_5,-4.295369771575931,0.10166420787572861
wc2.0_bio_2.5m_5,-4.175820973205569,0.10259612649679184
wc2.0_bio_2.5m_5,-4.0562721748352075,0.10353608429431915
wc2.0_bio_2.5m_5,-3.9367233764648466,0.10448414087295532
wc2.0_bio_2.5m_5,-3.8171745780944857,0.10544036328792572
wc2.0_bio_2.5m_5,-3.697625779724124,0.10640480369329453
wc2.0_bio_2.5m_5,-3.578076981353763,0.10737752914428711
wc2.0_bio_2.5m_5,-3.458528182983401,0.10835859924554825
wc2.0_bio_2.5m_5,-3.3389793846130393,0.10934806615114212
wc2.0_bio_2.5m_5,-3.2194305862426784,0.1103460043668747
wc2.0_bio_2.5m_5,-3.0998817878723184,0.11135246604681015
wc2.0_bio_2.5m_5,-2.980332989501955,0.11236751079559326
wc2.0_bio_2.5m_5,-2.8607841911315948,0.11339121311903
wc2.0_bio_2.5m_5,-2.7412353927612347,0.11442362517118454
