x,y,species_0 cloglog values
1.0,1.0,0.6973721
2.0,2.0,0.0037421172
3.0,3.0,0.37668657
4.0,4.0,0.011603432
5.0,5.0,0.0017586868
6.0,6.0,0.40485302
7.0,7.0,1.2032555E-4
8.0,8.0,0.0011388179
9.0,9.0,0.01007428
10.0,10.0,0.11769288
11.0,11.0,0.0062594563
12.0,12.0,2.7193664E-5
13.0,13.0,0.01888753
14.0,14.0,0.061358836
15.0,15.0,0.7240655
16.0,16.0,0.007401167
17.0,17.0,0.88528514
18.0,18.0,1.3487711E-5
19.0,19.0,0.00418316
20.0,20.0,0.0026856665
21.0,21.0,0.005010489
22.0,22.0,0.0018904263
23.0,23.0,0.1686214
24.0,24.0,0.006697789
25.0,25.0,1.3089928E-6
26.0,26.0,2.4412261E-4
27.0,27.0,0.032971572
28.0,28.0,0.4044476
29.0,29.0,0.005201915
30.0,30.0,0.0247797
31.0,31.0,0.006009125
32.0,32.0,3.205776E-5
33.0,33.0,0.0010728348
34.0,34.0,8.556254E-4
35.0,35.0,0.010926328
36.0,36.0,2.082076E-5
37.0,37.0,3.4267965E-4
38.0,38.0,0.0019675894
39.0,39.0,0.0020754228
40.0,40.0,0.0123323
41.0,41.0,0.0010163693
42.0,42.0,0.03250145
43.0,43.0,5.405605E-4
44.0,44.0,0.040577672
45.0,45.0,4.334785E-5
46.0,46.0,4.2708116E-6
47.0,47.0,0.0066978866
48.0,48.0,0.007254571
49.0,49.0,3.5708017E-5
50.0,50.0,0.16844843
51.0,51.0,0.09336522
52.0,52.0,0.006210497
53.0,53.0,0.3674726
54.0,54.0,0.09206299
55.0,55.0,0.0053722975
56.0,56.0,4.4904344E-4
57.0,57.0,8.491533E-4
58.0,58.0,0.2569276
59.0,59.0,0.0045248736
60.0,60.0,0.0040651364
61.0,61.0,1.5096902E-4
62.0,62.0,0.0036260209
63.0,63.0,0.0012150627
64.0,64.0,0.0022738255
65.0,65.0,0.0040802904
66.0,66.0,1.5691472E-5
67.0,67.0,0.11199451
68.0,68.0,0.021059832
69.0,69.0,0.0047669276
70.0,70.0,0.0366618
71.0,71.0,0.010034767
72.0,72.0,9.06221E-5
73.0,73.0,0.004651721
74.0,74.0,4.8353348E-5
75.0,75.0,1.3191798E-5
76.0,76.0,5.185663E-4
77.0,77.0,0.06731216
78.0,78.0,0.0010331497
79.0,79.0,0.013544109
80.0,80.0,0.0022629714
81.0,81.0,4.0353637E-4
82.0,82.0,0.48600733
83.0,83.0,0.0056601525
84.0,84.0,0.008437706
85.0,85.0,0.6852359
86.0,86.0,0.51760054
87.0,87.0,0.076076314
88.0,88.0,0.0041301674
89.0,89.0,0.10790243
90.0,90.0,0.8049273
91.0,91.0,0.0145808235
92.0,92.0,0.0028482256
93.0,93.0,1.3016639E-5
94.0,94.0,0.013702987
95.0,95.0,0.4146732
96.0,96.0,0.0014968077
97.0,97.0,0.03496953
98.0,98.0,7.967765E-4
99.0,99.0,7.333286E-4
100.0,100.0,0.014842236
101.0,101.0,2.2599874E-4
102.0,102.0,3.8649036E-5
103.0,103.0,0.44673446
104.0,104.0,0.0015806895
105.0,105.0,0.0017552519
106.0,106.0,4.436217E-4
107.0,107.0,0.18735814
108.0,108.0,0.9436913
109.0,109.0,4.261094E-5
110.0,110.0,0.86990774
111.0,111.0,0.0061370176
112.0,112.0,0.04637199
113.0,113.0,5.240259E-6
114.0,114.0,0.027074214
115.0,115.0,0.014660905
116.0,116.0,0.57958513
117.0,117.0,0.0102031445
118.0,118.0,0.010621219
119.0,119.0,0.6188568
120.0,120.0,0.013583384
121.0,121.0,0.0028929338
