x,y,species_3 cloglog values
1.0,1.0,0.7889752
2.0,2.0,0.0031045445
3.0,3.0,0.25314105
4.0,4.0,0.010848126
5.0,5.0,0.0028405183
6.0,6.0,0.39619574
7.0,7.0,8.862584E-5
8.0,8.0,0.002745876
9.0,9.0,0.006004706
10.0,10.0,0.08928948
11.0,11.0,0.0064906483
12.0,12.0,9.235815E-6
13.0,13.0,0.017067986
14.0,14.0,0.017299376
15.0,15.0,0.80431443
16.0,16.0,0.0057477797
17.0,17.0,0.83520746
18.0,18.0,7.907756E-6
19.0,19.0,0.0047300095
20.0,20.0,0.0023653102
21.0,21.0,0.0052604666
22.0,22.0,6.805445E-4
23.0,23.0,0.2114696
24.0,24.0,0.004386588
25.0,25.0,1.262057E-6
26.0,26.0,5.1558316E-5
27.0,27.0,0.015056648
28.0,28.0,0.4171968
29.0,29.0,0.0053859195
30.0,30.0,0.022469241
31.0,31.0,0.0023908967
32.0,32.0,1.4131013E-4
33.0,33.0,0.0031648993
34.0,34.0,7.0004456E-4
35.0,35.0,0.011981518
36.0,36.0,1.2956341E-5
37.0,37.0,5.186817E-4
38.0,38.0,8.063102E-4
39.0,39.0,0.0013066548
40.0,40.0,0.01187624
41.0,41.0,5.640825E-4
42.0,42.0,0.065874636
43.0,43.0,0.001358126
44.0,44.0,0.026620684
45.0,45.0,3.7581485E-5
46.0,46.0,1.8952853E-6
47.0,47.0,0.0055990918
48.0,48.0,0.003716912
49.0,49.0,1.3732525E-4
50.0,50.0,0.28911245
51.0,51.0,0.08534014
52.0,52.0,0.0064536785
53.0,53.0,0.5745669
54.0,54.0,0.14392483
55.0,55.0,0.005472596
56.0,56.0,6.348671E-4
57.0,57.0,1.819597E-4
58.0,58.0,0.26379627
59.0,59.0,0.0048785317
60.0,60.0,0.01409059
61.0,61.0,5.698901E-4
62.0,62.0,0.00919125
63.0,63.0,0.0017744626
64.0,64.0,0.004565138
65.0,65.0,0.0011253502
66.0,66.0,7.1882256E-5
67.0,67.0,0.16568159
68.0,68.0,0.018190904
69.0,69.0,0.008183288
70.0,70.0,0.02499283
71.0,71.0,0.01368773
72.0,72.0,2.7396172E-4
73.0,73.0,0.0050775292
74.0,74.0,1.8544498E-4
75.0,75.0,1.4517623E-5
76.0,76.0,2.3142682E-4
77.0,77.0,0.041819442
78.0,78.0,6.5176917E-4
79.0,79.0,0.003974209
80.0,80.0,0.0016789774
81.0,81.0,0.0010000702
82.0,82.0,0.28693455
83.0,83.0,0.006051668
84.0,84.0,0.013931495
85.0,85.0,0.5743352
86.0,86.0,0.36886057
87.0,87.0,0.08061599
88.0,88.0,0.0038886433
89.0,89.0,0.089722194
90.0,90.0,0.81749636
91.0,91.0,0.009177785
92.0,92.0,0.010206879
93.0,93.0,5.19474E-5
94.0,94.0,0.03522892
95.0,95.0,0.4630109
96.0,96.0,0.0022417183
97.0,97.0,0.028412689
98.0,98.0,0.0033207908
99.0,99.0,9.392109E-4
100.0,100.0,0.003370527
101.0,101.0,2.9032494E-4
