x,y,species_4 cloglog values
1.0,1.0,0.63745576
2.0,2.0,0.0053415042
3.0,3.0,0.14419618
4.0,4.0,0.025347777
5.0,5.0,0.0024848485
6.0,6.0,0.47965768
7.0,7.0,2.166023E-5
8.0,8.0,0.001838464
9.0,9.0,0.0068194577
10.0,10.0,0.0759916
11.0,11.0,0.010924204
12.0,12.0,3.1387276E-6
13.0,13.0,0.014149146
14.0,14.0,0.07296083
15.0,15.0,0.65441257
16.0,16.0,0.0049179625
17.0,17.0,0.9313707
18.0,18.0,1.79761E-6
19.0,19.0,0.0032711236
20.0,20.0,0.0056095785
21.0,21.0,0.0060408786
22.0,22.0,0.0014228659
23.0,23.0,0.11347437
24.0,24.0,0.009753994
25.0,25.0,4.6331223E-7
26.0,26.0,2.1202639E-5
27.0,27.0,0.03447324
28.0,28.0,0.4832086
29.0,29.0,0.0073083723
30.0,30.0,0.0040808716
31.0,31.0,0.0037431393
32.0,32.0,2.2520207E-5
33.0,33.0,0.0012387781
34.0,34.0,2.5608155E-4
35.0,35.0,0.004847246
36.0,36.0,3.0506371E-6
37.0,37.0,1.9852488E-4
38.0,38.0,0.0018180653
39.0,39.0,0.0053054756
40.0,40.0,0.0077381246
41.0,41.0,0.0012762365
42.0,42.0,0.06303099
43.0,43.0,7.288532E-4
44.0,44.0,0.006149529
45.0,45.0,3.1924137E-5
46.0,46.0,4.129556E-7
47.0,47.0,0.0063922005
48.0,48.0,0.0047644395
49.0,49.0,3.188995E-5
50.0,50.0,0.30477685
51.0,51.0,0.049518593
52.0,52.0,0.0064809835
53.0,53.0,0.5615718
54.0,54.0,0.13419582
55.0,55.0,0.0046289484
56.0,56.0,5.0819194E-4
57.0,57.0,9.145755E-5
58.0,58.0,0.29512817
59.0,59.0,0.006272335
60.0,60.0,0.011342679
61.0,61.0,3.7474692E-4
62.0,62.0,0.00495025
63.0,63.0,0.001181549
64.0,64.0,0.0030799962
65.0,65.0,0.0070468355
66.0,66.0,1.5337644E-5
67.0,67.0,0.07804257
68.0,68.0,0.014092891
69.0,69.0,0.0034269039
70.0,70.0,0.015259101
71.0,71.0,0.0074293343
72.0,72.0,1.3393408E-4
73.0,73.0,0.0045849774
74.0,74.0,5.4686436E-5
75.0,75.0,5.670124E-6
76.0,76.0,1.00484256E-4
77.0,77.0,0.091586456
78.0,78.0,0.002070777
79.0,79.0,0.008916817
80.0,80.0,0.004594455
81.0,81.0,6.733278E-4
82.0,82.0,0.25297162
83.0,83.0,0.007979483
84.0,84.0,0.0066451617
85.0,85.0,0.48859805
86.0,86.0,0.5356221
87.0,87.0,0.055542618
88.0,88.0,0.0071015693
89.0,89.0,0.048571616
90.0,90.0,0.78433776
91.0,91.0,0.016670087
92.0,92.0,0.007475966
93.0,93.0,7.979559E-6
94.0,94.0,0.021193452
95.0,95.0,0.39522585
96.0,96.0,0.0022306796
97.0,97.0,0.020675778
98.0,98.0,0.0021341706
99.0,99.0,7.0325466E-4
100.0,100.0,0.021346731
101.0,101.0,2.3137708E-4
102.0,102.0,5.300673E-5
103.0,103.0,0.52174723
104.0,104.0,0.0012085446
105.0,105.0,0.0017659261
106.0,106.0,6.3391216E-4
107.0,107.0,0.10086207
108.0,108.0,0.78058684
109.0,109.0,1.0695085E-5
110.0,110.0,0.8840872
111.0,111.0,0.012652357
112.0,112.0,0.030424101
113.0,113.0,4.5559912E-7
114.0,114.0,0.050271604
115.0,115.0,0.0060548712
116.0,116.0,0.4433614
117.0,117.0,0.0076358104
118.0,118.0,0.010020729
119.0,119.0,0.6199816
120.0,120.0,0.021731906
121.0,121.0,0.003792478
122.0,122.0,1.7833222E-4
123.0,123.0,9.7821816E-5
124.0,124.0,0.006901661
125.0,125.0,0.14682195
126.0,126.0,0.028063837
127.0,127.0,2.5263706E-5
128.0,128.0,5.4606997E-5
129.0,129.0,0.025719816
130.0,130.0,0.011913802
131.0,131.0,2.3445916E-4
132.0,132.0,0.010613935
133.0,133.0,2.614555E-6
134.0,134.0,0.74437946
135.0,135.0,1.16581075E-4
136.0,136.0,0.34038225
