X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.239431712417797E-4,5.934760257782777,0.18455478895687394
2.0,2.0,train,1.52328928757356E-4,6.885456204242312,0.22178031599351844
5.0,5.0,train,2.3417929072336964E-4,9.609989633980508,0.31987529619236366
6.0,6.0,train,4.6286101826056305E-4,22.276482047504754,0.5332253849774868
7.0,7.0,train,9.150464003509489E-4,64.27338777949728,0.7782588377223566
8.0,8.0,train,8.337221756483363E-4,59.32089260838886,0.7464965621978088
11.0,11.0,train,3.280865027741387E-4,13.978137906197464,0.4172857789409473
12.0,12.0,train,4.4361035535327533E-4,21.290745454703437,0.5181972715990663
14.0,14.0,train,4.7017753966750546E-4,22.71678888029676,0.5388133235599115
15.0,15.0,train,7.022542283014238E-4,44.38717544434114,0.6852480551325586
16.0,16.0,train,0.0018252314382504868,98.28063584977896,0.9504358162713316
17.0,17.0,train,4.8298467640855677E-4,23.706856682476946,0.5484341278857717
18.0,18.0,train,4.8771525642362973E-4,24.016205684137706,0.5519367884326889
20.0,20.0,train,7.727773533973378E-4,54.00993615840532,0.7197455989223953
21.0,21.0,train,0.001928258354926264,99.06042652147562,0.9581673402543642
22.0,22.0,train,0.0016383896261296708,96.3246490853645,0.9325877974494665
23.0,23.0,train,0.0019540591975414703,99.18997523377232,0.9599067906157271
25.0,25.0,train,0.0013559662495172843,91.17049392108333,0.892690300353512
26.0,26.0,train,6.458945546630595E-4,37.057206230913515,0.6546502445229407
27.0,27.0,train,0.001876736828779191,98.80165774007861,0.9544647751183091
28.0,28.0,train,0.0014697649443230802,93.0646516069058,0.9110213303812088
29.0,29.0,train,0.001566527527081906,95.04201158724611,0.9241227274787265
30.0,30.0,train,8.168742530194622E-4,57.882274599588015,0.7393677255762454
31.0,31.0,train,7.416464235238145E-4,50.328877548024884,0.7050098591718509
33.0,33.0,train,7.299986568281553E-4,49.06532133520953,0.6992993795116275
34.0,34.0,train,4.995931051685306E-4,24.828908053288433,0.5606122123174784
35.0,35.0,train,7.244192907628284E-4,47.9857904770651,0.6965249903896995
36.0,36.0,train,0.0012186716557410135,83.25881355896776,0.8654793568036114
37.0,37.0,train,0.0013900603427259252,91.93437938970456,0.8985468359350853
38.0,38.0,train,0.0013862178456730246,91.6580973989669,0.8979031030473871
39.0,39.0,train,8.851916979546603E-4,63.01898465864719,0.7670895242544684
40.0,40.0,train,4.712585549650502E-4,22.758006642008116,0.5396332494668543
41.0,41.0,train,0.00199422597057843,99.78329364026646,0.9624719355061826
42.0,42.0,train,0.0010369129899977765,73.51553738003817,0.8185630967243691
43.0,43.0,train,7.442329583876122E-4,50.867791499896825,0.7062631561377624
45.0,45.0,train,6.677041121399901E-4,40.01489182141975,0.6668285262900087
47.0,47.0,train,6.912857263126944E-4,42.951870113009385,0.6795135675894086
48.0,48.0,train,9.7526583417564E-4,68.78093494714125,0.7991849298410104
49.0,49.0,train,5.287009661778233E-4,27.094453401543486,0.5811686463743954
51.0,51.0,train,0.0014531227132629743,92.86076902755579,0.9085501067758924
52.0,52.0,train,0.0010304529465607452,73.02874323571528,0.8166234413824432
53.0,53.0,train,7.08253984448351E-4,45.18357713833135,0.6883412806012674
54.0,54.0,train,7.062878241315462E-4,44.97107931089435,0.6873309731667687
55.0,55.0,train,7.162262888174243E-4,46.4896598464454,0.6924044879612239
56.0,56.0,train,0.0013249075684903969,89.62374257448113,0.8870614027168956
57.0,57.0,train,0.001315446910694939,89.3593499267124,0.8852888379295218
60.0,60.0,train,7.35909461550598E-4,49.683387115086575,0.702210915983228
61.0,61.0,train,6.739120192131249E-4,40.79129612105651,0.6702157844319774
62.0,62.0,train,7.096796536239493E-4,45.315692039077824,0.6890718153978557
63.0,63.0,train,9.494967636546704E-4,66.75264752125746,0.7904834935165694
64.0,64.0,train,0.001057909921601188,74.59261898238125,0.8247269207549803
65.0,65.0,train,9.994303472022203E-5,5.1443666292845185,0.15169477221742156
66.0,66.0,train,8.385048785899039E-4,59.571926003455225,0.7484844927107764
67.0,67.0,train,0.0010332464930731802,73.3272314996761,0.8174647472834959
68.0,68.0,train,9.717350893064093E-4,68.52912549725029,0.7980144130449875
69.0,69.0,train,5.625859558596392E-4,29.055394162548048,0.6038904735146868
71.0,71.0,train,4.5750296129118493E-4,22.082326331437397,0.5290903087074332
3.0,3.0,test,1.202578076470927E-4,5.8012461487976354,0.17959291803998334
4.0,4.0,test,7.146857182228172E-4,46.16003598705208,0.6916234633091825
9.0,9.0,test,3.779622362519544E-4,17.020472088551948,0.46321525707022226
10.0,10.0,test,3.3838049521271827E-4,14.511607217364878,0.42707656372313574
13.0,13.0,test,5.851108379148817E-4,30.658676190646702,0.6183084293783283
19.0,19.0,test,5.891000856555305E-4,31.151249677268027,0.6208066500043055
24.0,24.0,test,4.0729120237736134E-4,18.992600914013824,0.4885145290098025
32.0,32.0,test,6.824712149086198E-4,41.89490757360442,0.6748295906560912
44.0,44.0,test,7.037596272316982E-4,44.53252528933441,0.686027049653935
46.0,46.0,test,7.415297959665246E-4,50.31300028027359,0.7049532218472603
50.0,50.0,test,0.0010844829359096043,76.82262375712286,0.832228361543112
58.0,58.0,test,9.962652143774876E-4,70.55448496362571,0.8060078561561077
59.0,59.0,test,4.6119407673722286E-4,22.216078392419302,0.5319428301845144
70.0,70.0,test,5.635778824326041E-4,29.104239990249177,0.6045367117714195
