Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
6.49749E-12,0.000000001,0.000000011,0.999896459,0,0
1.0932E-11,0.000000003,0.000000018,0.999689377,0,0
1.6721E-11,0.00000001,0.000000028,0.999171671,0,0
2.56193E-11,0.000000025,0.000000043,0.998446883,0,0
8.42327E-11,0.000000108,0.000000141,0.996893767,0,0
1.2395E-10,0.000000252,0.000000208,0.995547732,0,0
2.93497E-10,0.000001009,0.000000492,0.99161317,0,0
5.85255E-10,0.000002508,0.000000981,0.988092773,0,0
1.37157E-9,0.000010023,0.000002299,0.980016567,0,0
2.35201E-9,0.000025017,0.000003942,0.971836819,0,0
3.70232E-9,0.000050156,0.000006206,0.963139366,0,0
5.72855E-9,0.000100388,0.000009602,0.952371091,0,0
9.31904E-9,0.00025038,0.000015621,0.931766411,0,0
1.43431E-8,0.000500267,0.000024042,0.909815697,0,0
2.23643E-8,0.00100076,0.000037487,0.881652516,0,0
4.23238E-8,0.002503399,0.000070941,0.832574032,0,0
7.89106E-8,0.00500558,0.000132262,0.788154897,0,0
1.68253E-7,0.010016132,0.000281988,0.74435701,0,0
3.72913E-7,0.025033393,0.000624887,0.683578381,0,0
7.24839E-7,0.050054123,0.001214247,0.633568027,0,0
1.3129E-6,0.100109877,0.002198275,0.581901015,0,0
2.20334E-6,0.200038508,0.003686458,0.521743632,0,0
2.92092E-6,0.300021102,0.004884119,0.481155519,0,0
3.56809E-6,0.400322666,0.005963029,0.449264858,0,0
4.1755E-6,0.500323474,0.006974604,0.422551253,0,0
4.68961E-6,0.600015128,0.007829969,0.399358045,0,0
5.18215E-6,0.700102655,0.008648783,0.378339201,0,0
5.40903E-6,0.750477886,0.00902571,0.368502796,0,0
5.60775E-6,0.800102345,0.009355752,0.359184096,0,0
6.11498E-6,0.900084347,0.010197662,0.341478567,0,0
6.8102E-6,1.000222846,0.011350455,0.325326154,0,0
7.62973E-6,1.100354372,0.012707635,0.310933941,0,0
8.56367E-6,1.200537707,0.014252018,0.298094844,0,0
9.33216E-6,1.300421101,0.015520983,0.28649824,0,0
1.02109E-5,1.4007157,0.016969988,0.275833506,0,0
1.13688E-5,1.500676845,0.018876111,0.266204183,0,0
1.42478E-5,1.750675755,0.023599493,0.245910126,0,0
1.78324E-5,2.001742812,0.029448624,0.229550632,0,0
2.26393E-5,2.250797055,0.037237313,0.216711534,0,0
2.79912E-5,2.502237201,0.045835493,0.206357424,0,0
3.2863E-5,2.751392124,0.053595646,0.197867053,0,0
3.96764E-5,3.003256788,0.064342918,0.190619176,0,0
4.5762E-5,3.253072005,0.073838796,0.184510251,0,0
5.27056E-5,3.503892738,0.084555827,0.179229654,0,0
5.89846E-5,3.753657545,0.094140341,0.174570304,0,0
6.95221E-5,4.001902225,0.110000101,0.170532201,0,0
7.89202E-5,4.25700929,0.123910683,0.167011804,0,0
8.74734E-5,4.507254701,0.136381574,0.163905571,0,0
9.69444E-5,4.755704165,0.149983551,0.161109961,0,0
1.07992E-4,5.008373843,0.165579653,0.158521433,0,0
1.2168E-4,5.261911979,0.184505893,0.156243529,0,0
1.34185E-4,5.505407636,0.201422272,0.154276248,0,0
1.41729E-4,5.751156541,0.211456421,0.152412508,0,0
1.54077E-4,6.005387106,0.22761001,0.150652309,0.01754386,0
1.73309E-4,6.265074665,0.252113115,0.148995651,0.035087719,0
1.8378E-4,6.515326785,0.265124379,0.147546076,0.035087719,0
1.88883E-4,6.757176211,0.271383798,0.146200041,0.035087719,0
1.94014E-4,7.006485151,0.277623797,0.144854007,0.035087719,0
2.02973E-4,7.264298416,0.288390357,0.143507973,0.035087719,0
2.09075E-4,7.512921226,0.29563189,0.142265479,0.035087719,0
2.20889E-4,7.771670921,0.309443204,0.141022986,0.035087719,0
2.24741E-4,8.016514688,0.313888065,0.139884034,0.035087719,0
2.36187E-4,8.27091454,0.326925603,0.138745082,0.035087719,0
2.44184E-4,8.51166209,0.335888135,0.137709671,0.035087719,0
