x,y,species avg
333.0,333.0,4.2162235E-5
334.0,334.0,7.8091066E-4
335.0,335.0,2.9586416E-4
336.0,336.0,0.017224088
337.0,337.0,8.1604385E-6
338.0,338.0,9.812766E-5
339.0,339.0,0.02103236
340.0,340.0,8.950853E-4
341.0,341.0,7.8041153E-4
342.0,342.0,2.0338322E-5
343.0,343.0,0.00717309
344.0,344.0,0.005456503
345.0,345.0,5.8364363E-5
346.0,346.0,0.0037904468
347.0,347.0,2.793371E-5
348.0,348.0,9.979141E-6
349.0,349.0,0.0061260434
350.0,350.0,0.6394609
351.0,351.0,0.003977998
352.0,352.0,1.9529649E-5
353.0,353.0,0.015922323
354.0,354.0,7.163485E-5
355.0,355.0,1.06708365E-4
356.0,356.0,1.64623E-4
357.0,357.0,0.80551296
358.0,358.0,0.010988133
359.0,359.0,1.8036842E-5
360.0,360.0,0.024197992
361.0,361.0,7.4044135E-7
362.0,362.0,0.048214994
363.0,363.0,4.946097E-6
364.0,364.0,1.1688623E-4
365.0,365.0,3.6582245E-5
366.0,366.0,0.78090286
367.0,367.0,2.6695116E-4
368.0,368.0,0.43766934
369.0,369.0,3.4029705E-5
370.0,370.0,0.66198444
371.0,371.0,0.0049846494
372.0,372.0,0.51642096
373.0,373.0,0.0013316963
374.0,374.0,0.5773789
375.0,375.0,0.007340476
376.0,376.0,0.28779572
377.0,377.0,2.9001193E-4
378.0,378.0,2.9704086E-7
379.0,379.0,3.0040057E-4
380.0,380.0,0.025531089
381.0,381.0,4.0780805E-4
382.0,382.0,0.02633186
383.0,383.0,0.011711929
384.0,384.0,0.005318697
385.0,385.0,7.0795586E-4
386.0,386.0,0.0015327157
387.0,387.0,0.32091957
388.0,388.0,0.14448719
389.0,389.0,8.143094E-5
390.0,390.0,2.0242476E-6
391.0,391.0,0.0040584644
392.0,392.0,0.008223826
393.0,393.0,0.78777176
394.0,394.0,0.5809602
395.0,395.0,0.0047175945
396.0,396.0,0.0013041634
397.0,397.0,1.6433289E-4
398.0,398.0,0.004253993
399.0,399.0,0.0012233467
400.0,400.0,4.4167996E-6
401.0,401.0,0.008496408
402.0,402.0,0.44544294
403.0,403.0,0.011942873
404.0,404.0,0.68710315
405.0,405.0,0.0076314877
406.0,406.0,0.05063186
407.0,407.0,0.011269755
408.0,408.0,0.034153804
409.0,409.0,0.0016021694
410.0,410.0,0.8006726
411.0,411.0,1.7996892E-5
412.0,412.0,0.0062028873
413.0,413.0,0.6805026
414.0,414.0,0.20723096
415.0,415.0,1.1367642E-5
416.0,416.0,0.0010444841
417.0,417.0,0.0012915051
418.0,418.0,0.0040389663
419.0,419.0,0.038829975
420.0,420.0,0.009714265
421.0,421.0,9.643493E-4
422.0,422.0,0.0030775808
423.0,423.0,0.010755386
424.0,424.0,0.0011806478
425.0,425.0,3.8210762E-4
426.0,426.0,0.005441896
427.0,427.0,0.21348543
428.0,428.0,0.0061597005
429.0,429.0,0.0013502312
430.0,430.0,0.002371869
431.0,431.0,4.929376E-4
432.0,432.0,0.015327344
433.0,433.0,0.0051335753
434.0,434.0,5.569599E-4
435.0,435.0,0.60185623
436.0,436.0,0.0052564912
437.0,437.0,0.011056547
438.0,438.0,2.7642747E-5
439.0,439.0,0.6662947
440.0,440.0,0.0018365689
441.0,441.0,0.00797413
442.0,442.0,2.6127027E-5
443.0,443.0,0.0072563337
444.0,444.0,1.2366287E-6
445.0,445.0,0.0035377915
446.0,446.0,2.753378E-5
447.0,447.0,0.06302508
448.0,448.0,0.013123633
449.0,449.0,0.002940643
450.0,450.0,0.0054778494
451.0,451.0,0.55832493
452.0,452.0,0.054188672
453.0,453.0,0.39562976
454.0,454.0,1.7344068E-4
455.0,455.0,1.6420887E-5
456.0,456.0,1.1350336E-4
457.0,457.0,0.0104383
458.0,458.0,3.003607E-4
459.0,459.0,0.580567
460.0,460.0,1.05655236E-4
461.0,461.0,4.1515785E-5
462.0,462.0,3.0115267E-4
463.0,463.0,0.0063994103
464.0,464.0,3.5205914E-5
465.0,465.0,0.003895479
466.0,466.0,3.314696E-4
467.0,467.0,0.008847432
468.0,468.0,0.0017908711
469.0,469.0,8.9342595E-4
470.0,470.0,0.0010597243
471.0,471.0,0.018910063
472.0,472.0,3.8126143E-4
473.0,473.0,0.09153096
474.0,474.0,0.002563176
475.0,475.0,0.0017625116
476.0,476.0,0.0031043002
477.0,477.0,0.009740612
478.0,478.0,0.020267246
479.0,479.0,7.006702E-8
480.0,480.0,0.019864498
481.0,481.0,0.00945001
482.0,482.0,0.010488228
483.0,483.0,0.012696844
484.0,484.0,0.0061373273
485.0,485.0,0.6834451
486.0,486.0,0.0020096912
487.0,487.0,0.0052559064
488.0,488.0,0.6458081
489.0,489.0,5.524546E-4
490.0,490.0,0.0025211738
491.0,491.0,4.352189E-4
492.0,492.0,0.008560692
493.0,493.0,2.6254214E-5
494.0,494.0,0.03285126
495.0,495.0,4.4457315E-4
496.0,496.0,0.0010995652
497.0,497.0,0.0025774343
498.0,498.0,0.6660055
499.0,499.0,0.6817091
500.0,500.0,0.62158644
501.0,501.0,6.2179327E-4
502.0,502.0,4.228468E-5
503.0,503.0,9.805434E-4
504.0,504.0,0.007136299
505.0,505.0,7.2555005E-4
506.0,506.0,0.021606967
507.0,507.0,0.0029504863
508.0,508.0,0.72970164
509.0,509.0,8.780204E-6
510.0,510.0,4.5284917E-4
511.0,511.0,0.6553923
512.0,512.0,0.0071179057
513.0,513.0,0.0039205933
514.0,514.0,0.02309379
515.0,515.0,9.838367E-4
516.0,516.0,1.9542413E-6
517.0,517.0,0.001402719
518.0,518.0,0.59807503
519.0,519.0,0.0016707135
520.0,520.0,1.3229969E-6
521.0,521.0,1.367097E-4
522.0,522.0,1.1775403E-6
523.0,523.0,1.9486641E-4
524.0,524.0,4.8854785E-5
525.0,525.0,0.44627216
526.0,526.0,0.006609614
527.0,527.0,2.6382804E-5
528.0,528.0,3.4288582E-6
529.0,529.0,0.79799116
530.0,530.0,1.9096874E-4
531.0,531.0,1.3059852E-4
532.0,532.0,2.2695229E-5
533.0,533.0,0.0024748007
534.0,534.0,0.0015820789
535.0,535.0,5.9070776E-6
536.0,536.0,2.5624843E-4
537.0,537.0,4.0121853E-5
538.0,538.0,0.20661235
539.0,539.0,4.096621E-4
540.0,540.0,0.010953695
541.0,541.0,0.00168341
542.0,542.0,0.03461526
543.0,543.0,0.095705286
544.0,544.0,1.2636685E-4
545.0,545.0,0.6265913
546.0,546.0,9.337617E-4
547.0,547.0,1.5504114E-4
548.0,548.0,0.006125705
549.0,549.0,2.0114219E-6
550.0,550.0,0.004882174
551.0,551.0,0.098912224
552.0,552.0,7.243972E-6
553.0,553.0,0.0048362883
554.0,554.0,0.0031728055
555.0,555.0,4.369678E-5
556.0,556.0,0.0031144202
557.0,557.0,0.0050831824
558.0,558.0,0.25065297
559.0,559.0,0.005897817
560.0,560.0,0.009066558
561.0,561.0,0.03415863
562.0,562.0,0.0014177833
563.0,563.0,0.008194722
564.0,564.0,0.0046658847
565.0,565.0,1.293422E-4
566.0,566.0,0.0030527054
567.0,567.0,0.008083567
568.0,568.0,1.4794504E-4
569.0,569.0,2.9014033E-4
570.0,570.0,0.03453681
571.0,571.0,0.76381713
572.0,572.0,0.008086353
573.0,573.0,0.010877425
574.0,574.0,0.5539362
575.0,575.0,0.6529367
576.0,576.0,0.001013961
577.0,577.0,0.009808322
578.0,578.0,0.01982873
579.0,579.0,0.7666144
580.0,580.0,7.1910437E-4
581.0,581.0,2.9699026E-5
582.0,582.0,1.7997307E-4
583.0,583.0,0.003185503
584.0,584.0,0.010761794
585.0,585.0,2.4625022E-4
586.0,586.0,0.0013236186
587.0,587.0,0.0119921025
588.0,588.0,1.5444159E-4
589.0,589.0,4.733121E-5
590.0,590.0,8.3349313E-4
591.0,591.0,0.0073983227
592.0,592.0,0.011385281
593.0,593.0,0.006692266
594.0,594.0,0.013264465
595.0,595.0,0.033991873
596.0,596.0,9.616389E-5
597.0,597.0,0.0094494475
598.0,598.0,6.7084475E-4
599.0,599.0,0.0029332442
600.0,600.0,0.6915081
601.0,601.0,0.056122046
602.0,602.0,8.257802E-5
603.0,603.0,0.0072577037
604.0,604.0,0.007500679
605.0,605.0,0.0116946995
606.0,606.0,0.84889376
607.0,607.0,0.0014788628
608.0,608.0,0.001646088
609.0,609.0,0.008544969
610.0,610.0,2.2327952E-4
611.0,611.0,7.690022E-5
612.0,612.0,0.005484056
613.0,613.0,0.010456925
614.0,614.0,0.0026137612
615.0,615.0,0.00904697
616.0,616.0,0.0036041555
617.0,617.0,0.011066528
618.0,618.0,0.010959701
619.0,619.0,0.0025314637
620.0,620.0,0.009731894
621.0,621.0,7.398267E-5
622.0,622.0,0.058930993
623.0,623.0,0.009583083
624.0,624.0,1.1435951E-4
625.0,625.0,0.007750019
626.0,626.0,0.03127487
627.0,627.0,4.703135E-5
628.0,628.0,9.88249E-4
629.0,629.0,7.3044916E-6
630.0,630.0,0.0073410757
631.0,631.0,0.82354456
632.0,632.0,0.087439016
633.0,633.0,0.010781724
634.0,634.0,0.013396588
635.0,635.0,0.58679247
636.0,636.0,6.7726905E-5
637.0,637.0,8.417821E-4
638.0,638.0,0.00270623
639.0,639.0,0.001961272
640.0,640.0,0.022671677
641.0,641.0,6.046717E-6
642.0,642.0,5.7371514E-4
643.0,643.0,0.017176092
644.0,644.0,0.0084784115
645.0,645.0,2.4136032E-5
646.0,646.0,0.050233502
647.0,647.0,0.09473292
648.0,648.0,0.0060876263
649.0,649.0,0.006451552
650.0,650.0,0.008489719
651.0,651.0,0.017082836
652.0,652.0,0.005612718
653.0,653.0,0.0040143696
654.0,654.0,0.41808295
655.0,655.0,0.005006392
656.0,656.0,0.003130224
657.0,657.0,0.0011253301
658.0,658.0,3.8723004E-4
659.0,659.0,2.403052E-4
660.0,660.0,0.0075848103
661.0,661.0,0.40474766
662.0,662.0,0.35456166
663.0,663.0,0.0027300892
664.0,664.0,6.441193E-4
665.0,665.0,0.6364527
666.0,666.0,0.36440867
667.0,667.0,0.011249895
668.0,668.0,0.009684592
669.0,669.0,0.49614918
670.0,670.0,0.0058796247
671.0,671.0,6.0253665E-6
672.0,672.0,1.6659871E-5
673.0,673.0,2.1368967E-5
674.0,674.0,2.2982307E-4
675.0,675.0,0.06630836
676.0,676.0,0.002871786
677.0,677.0,0.06173009
678.0,678.0,0.0030331567
679.0,679.0,0.3748729
680.0,680.0,1.5735372E-5
681.0,681.0,0.0036195589
682.0,682.0,0.36182567
683.0,683.0,0.0067140013
684.0,684.0,0.006976364
685.0,685.0,1.6208047E-4
686.0,686.0,0.47212556
687.0,687.0,0.013331616
688.0,688.0,0.16250636
689.0,689.0,0.0028480147
690.0,690.0,7.67715E-6
691.0,691.0,0.0023656797
692.0,692.0,0.0026823655
693.0,693.0,0.66207856
694.0,694.0,1.4331873E-4
695.0,695.0,0.7406037
696.0,696.0,0.0016047898
697.0,697.0,0.031348005
698.0,698.0,1.785602E-5
699.0,699.0,2.4840998E-4
700.0,700.0,0.0057983613
701.0,701.0,3.0719366E-5
702.0,702.0,0.0063758153
703.0,703.0,0.0048803473
704.0,704.0,0.009291539
705.0,705.0,8.058643E-4
706.0,706.0,2.3290992E-4
707.0,707.0,1.2295344E-5
708.0,708.0,0.005958964
709.0,709.0,0.0056808703
710.0,710.0,9.1824046E-4
711.0,711.0,4.4335515E-4
712.0,712.0,6.651612E-5
713.0,713.0,0.014326246
714.0,714.0,7.3367934E-4
715.0,715.0,0.00940368
716.0,716.0,0.0025639713
717.0,717.0,0.69557637
718.0,718.0,0.009072559
719.0,719.0,0.014256257
720.0,720.0,7.451085E-4
721.0,721.0,1.4183352E-4
722.0,722.0,0.034771085
723.0,723.0,5.069208E-4
724.0,724.0,0.007848844
725.0,725.0,0.6656149
726.0,726.0,0.010537417
727.0,727.0,0.016254053
728.0,728.0,0.06839461
729.0,729.0,0.008658094
730.0,730.0,0.0032389062
731.0,731.0,0.7336593
732.0,732.0,0.0057620285
733.0,733.0,0.02310298
734.0,734.0,0.0040239645
735.0,735.0,1.7188462E-5
736.0,736.0,0.0053254897
737.0,737.0,0.57935786
738.0,738.0,0.019394685
739.0,739.0,0.008521514
740.0,740.0,1.9377409E-4
741.0,741.0,7.8433535E-5
742.0,742.0,0.7111488
743.0,743.0,3.943944E-4
744.0,744.0,3.2211233E-6
745.0,745.0,2.4121332E-4
746.0,746.0,0.012524613
747.0,747.0,0.032210357
748.0,748.0,0.020472646
749.0,749.0,0.0010369959
750.0,750.0,4.6682486E-5
751.0,751.0,2.2569136E-5
752.0,752.0,0.65618587
753.0,753.0,0.6846497
754.0,754.0,0.025379654
755.0,755.0,0.07288175
756.0,756.0,0.018029466
757.0,757.0,0.7786537
758.0,758.0,6.3831445E-5
759.0,759.0,0.0961332
760.0,760.0,0.03888412
761.0,761.0,4.2301646E-5
762.0,762.0,6.1774085E-4
763.0,763.0,0.2511512
764.0,764.0,0.3548983
765.0,765.0,0.0019033008
766.0,766.0,1.02068145E-4
767.0,767.0,8.295757E-6
768.0,768.0,0.001580356
769.0,769.0,0.0013903076
770.0,770.0,0.0036370386
771.0,771.0,0.58157116
772.0,772.0,0.0035799888
773.0,773.0,0.0059330543
774.0,774.0,0.019972265
775.0,775.0,1.3965584E-4
776.0,776.0,1.48911695E-5
777.0,777.0,0.04817126
778.0,778.0,0.013974934
779.0,779.0,0.70057267
780.0,780.0,9.445917E-5
781.0,781.0,9.028722E-5
782.0,782.0,0.018255332
783.0,783.0,0.79593205
784.0,784.0,0.00968666
785.0,785.0,0.002043558
786.0,786.0,0.0012068069
787.0,787.0,0.0019072291
788.0,788.0,6.0895734E-5
789.0,789.0,1.4290422E-4
790.0,790.0,6.364723E-4
791.0,791.0,6.928686E-5
792.0,792.0,1.7348155E-4
793.0,793.0,0.08629125
794.0,794.0,0.006074972
795.0,795.0,0.007395497
796.0,796.0,0.590184
797.0,797.0,0.0054681227
798.0,798.0,0.04308656
799.0,799.0,0.009483243
800.0,800.0,0.5660044
801.0,801.0,0.042958833
802.0,802.0,0.051058173
803.0,803.0,1.4834205E-4
804.0,804.0,6.1707524E-6
805.0,805.0,0.0063136546
806.0,806.0,0.002954788
807.0,807.0,1.2201186E-5
808.0,808.0,2.2542666E-4
809.0,809.0,2.7338354E-4
810.0,810.0,0.35234302
811.0,811.0,0.0019959742
812.0,812.0,0.62083745
813.0,813.0,0.0068676444
814.0,814.0,1.3091719E-5
815.0,815.0,3.0270137E-4
816.0,816.0,0.0068076532
817.0,817.0,0.0054848664
818.0,818.0,0.09949325
819.0,819.0,0.03861246
820.0,820.0,0.030864285
821.0,821.0,3.6022463E-4
822.0,822.0,0.002440848
823.0,823.0,0.17211673
824.0,824.0,0.007944599
825.0,825.0,0.19569765
826.0,826.0,6.3674845E-5
827.0,827.0,7.1111985E-4
828.0,828.0,0.0020045354
829.0,829.0,3.372993E-4
830.0,830.0,8.6754095E-4
831.0,831.0,0.045979563
832.0,832.0,0.009806111
833.0,833.0,1.843864E-5
834.0,834.0,1.621247E-4
835.0,835.0,0.19309221
836.0,836.0,0.015766002
837.0,837.0,0.0048595862
838.0,838.0,0.06846989
839.0,839.0,0.0026463221
840.0,840.0,0.5919187
841.0,841.0,0.5280094
842.0,842.0,1.6124788E-5
843.0,843.0,3.632368E-4
844.0,844.0,0.009231449
845.0,845.0,4.3081967E-4
846.0,846.0,0.029621689
847.0,847.0,0.0066696135
848.0,848.0,0.016694708
849.0,849.0,0.055381138
850.0,850.0,1.0405117E-4
851.0,851.0,0.006860095
852.0,852.0,0.005086324
853.0,853.0,0.009928663
854.0,854.0,4.8894685E-4
855.0,855.0,0.0013268034
856.0,856.0,0.65666837
857.0,857.0,0.021942738
858.0,858.0,0.008887125
859.0,859.0,0.006543159
860.0,860.0,4.353602E-5
861.0,861.0,0.020165702
862.0,862.0,0.060937528
863.0,863.0,0.012447815
864.0,864.0,0.028529005
865.0,865.0,0.0016759327
866.0,866.0,0.0025998605
867.0,867.0,0.010989582
868.0,868.0,4.516836E-4
869.0,869.0,0.071412124
870.0,870.0,0.0063739712
871.0,871.0,4.2149368E-5
872.0,872.0,3.0957797E-4
873.0,873.0,0.0011348514
874.0,874.0,0.003122322
875.0,875.0,9.923516E-4
876.0,876.0,4.2086776E-5
877.0,877.0,1.21469275E-4
878.0,878.0,0.03265846
879.0,879.0,0.0028408784
880.0,880.0,0.7854782
881.0,881.0,0.03749548
882.0,882.0,0.0031831248
883.0,883.0,8.717104E-5
884.0,884.0,0.015090842
885.0,885.0,4.932126E-4
886.0,886.0,5.2003027E-4
887.0,887.0,0.034591515
888.0,888.0,0.0015121436
889.0,889.0,1.841108E-5
890.0,890.0,0.28448707
891.0,891.0,1.110973E-4
892.0,892.0,3.29744E-5
893.0,893.0,0.011377618
894.0,894.0,0.00302041
895.0,895.0,0.04804211
896.0,896.0,0.0064356537
897.0,897.0,0.007655828
898.0,898.0,0.03008521
899.0,899.0,0.0029125926
900.0,900.0,0.0050087916
901.0,901.0,6.346498E-4
902.0,902.0,0.009981383
903.0,903.0,0.0011464094
904.0,904.0,0.061793253
905.0,905.0,0.006934168
906.0,906.0,6.903686E-4
907.0,907.0,0.16618486
908.0,908.0,0.691323
909.0,909.0,0.005007482
910.0,910.0,0.0018279954
911.0,911.0,0.6964311
912.0,912.0,0.005506137
913.0,913.0,3.4599888E-4
914.0,914.0,9.412872E-4
915.0,915.0,4.3078585E-4
916.0,916.0,0.0013719207
917.0,917.0,5.509726E-5
918.0,918.0,0.003481046
919.0,919.0,0.5715906
920.0,920.0,0.62865216
921.0,921.0,0.63432807
922.0,922.0,0.008363437
923.0,923.0,0.005333805
924.0,924.0,2.2598551E-4
925.0,925.0,0.010394504
926.0,926.0,0.05374014
927.0,927.0,0.0017372328
928.0,928.0,0.004952694
929.0,929.0,0.7006286
