x,y,species_2 cloglog values
1.0,1.0,0.70330137
2.0,2.0,0.005019135
3.0,3.0,0.15059388
4.0,4.0,0.012454538
5.0,5.0,0.0020114735
6.0,6.0,0.34169328
7.0,7.0,5.98117E-5
8.0,8.0,0.002815702
9.0,9.0,0.007813828
10.0,10.0,0.06771095
11.0,11.0,0.0100004645
12.0,12.0,1.0953562E-5
13.0,13.0,0.016436072
14.0,14.0,0.07383879
15.0,15.0,0.8017704
16.0,16.0,0.0054338346
17.0,17.0,0.825516
18.0,18.0,1.2582928E-5
19.0,19.0,0.0036743635
20.0,20.0,0.0047620856
21.0,21.0,0.0067702485
22.0,22.0,0.0013346656
23.0,23.0,0.14225556
24.0,24.0,0.009004646
25.0,25.0,2.7963283E-6
26.0,26.0,4.140524E-5
27.0,27.0,0.027988434
28.0,28.0,0.46396017
29.0,29.0,0.00677107
30.0,30.0,0.014475716
31.0,31.0,0.0047648298
32.0,32.0,3.7747395E-5
33.0,33.0,0.0017034165
34.0,34.0,7.6142326E-4
35.0,35.0,0.01318776
36.0,36.0,1.158397E-5
37.0,37.0,1.2143934E-4
38.0,38.0,0.0024095892
39.0,39.0,0.0035114307
40.0,40.0,0.009280174
41.0,41.0,0.0014670129
42.0,42.0,0.05438268
43.0,43.0,4.1726977E-4
44.0,44.0,0.020833256
45.0,45.0,2.2569246E-5
46.0,46.0,2.8524892E-6
47.0,47.0,0.0067475443
48.0,48.0,0.0061603417
49.0,49.0,5.3358923E-5
50.0,50.0,0.26512438
51.0,51.0,0.044368196
52.0,52.0,0.00809832
53.0,53.0,0.6416023
54.0,54.0,0.13304138
55.0,55.0,0.005110557
56.0,56.0,2.5849446E-4
57.0,57.0,1.1405168E-4
58.0,58.0,0.27904463
59.0,59.0,0.007736978
60.0,60.0,0.010949244
61.0,61.0,3.2297152E-4
62.0,62.0,0.0032236725
63.0,63.0,9.6639193E-4
64.0,64.0,0.0053140093
65.0,65.0,0.0055983025
66.0,66.0,2.6205298E-5
67.0,67.0,0.097316176
68.0,68.0,0.018062634
69.0,69.0,0.0033205554
70.0,70.0,0.019133765
71.0,71.0,0.009115811
72.0,72.0,9.596908E-5
73.0,73.0,0.0033010484
74.0,74.0,7.7095385E-5
75.0,75.0,2.4877878E-5
76.0,76.0,2.3027934E-4
77.0,77.0,0.0849057
78.0,78.0,0.0023864054
79.0,79.0,0.008738353
80.0,80.0,0.004868067
81.0,81.0,5.5975775E-4
82.0,82.0,0.27386245
83.0,83.0,0.009276811
84.0,84.0,0.00799607
85.0,85.0,0.5192944
86.0,86.0,0.48160154
87.0,87.0,0.0573285
88.0,88.0,0.0063618426
89.0,89.0,0.06670336
90.0,90.0,0.8088692
91.0,91.0,0.012920014
92.0,92.0,0.006599368
93.0,93.0,1.4618591E-5
94.0,94.0,0.021154894
95.0,95.0,0.46494177
96.0,96.0,0.001576155
97.0,97.0,0.022460323
98.0,98.0,0.004040802
99.0,99.0,9.397509E-4
100.0,100.0,0.012480315
101.0,101.0,6.5231737E-4
102.0,102.0,4.1408442E-5
103.0,103.0,0.4538969
104.0,104.0,0.0014666707
105.0,105.0,0.002242049
106.0,106.0,3.807924E-4
107.0,107.0,0.10513851
108.0,108.0,0.84347564
109.0,109.0,3.09619E-5
110.0,110.0,0.89423805
111.0,111.0,0.010843402
112.0,112.0,0.043333735
113.0,113.0,3.7202624E-6
114.0,114.0,0.03812357
115.0,115.0,0.0099254325
116.0,116.0,0.5914604
117.0,117.0,0.008145844
118.0,118.0,0.0074375877
119.0,119.0,0.6793261
120.0,120.0,0.00921706
121.0,121.0,0.0042306706
122.0,122.0,1.19853124E-4
123.0,123.0,1.7198926E-4
124.0,124.0,0.012432246
125.0,125.0,0.14150794
126.0,126.0,0.008864332
127.0,127.0,9.395804E-5
128.0,128.0,6.443454E-5
129.0,129.0,0.023520714
130.0,130.0,0.012232572
131.0,131.0,1.839095E-4
132.0,132.0,0.010544125
133.0,133.0,1.1496859E-5
134.0,134.0,0.81879044
135.0,135.0,1.00383964E-4
136.0,136.0,0.34201545
137.0,137.0,0.05173272
138.0,138.0,0.075719334
139.0,139.0,0.014104938
140.0,140.0,6.691803E-4
141.0,141.0,0.24882044
142.0,142.0,4.336132E-6
143.0,143.0,0.6176975
144.0,144.0,0.6810973
145.0,145.0,1.980894E-4
146.0,146.0,0.5934227
147.0,147.0,0.55458105
148.0,148.0,0.26684356
149.0,149.0,0.002401453
150.0,150.0,0.005616799
151.0,151.0,9.602228E-6
152.0,152.0,0.01513765
153.0,153.0,2.8449568E-4
154.0,154.0,5.936893E-4
155.0,155.0,0.46407512
156.0,156.0,7.272752E-4
157.0,157.0,0.0021276204
158.0,158.0,0.039512612
159.0,159.0,0.012399643
160.0,160.0,0.010811564
161.0,161.0,0.0014187396
162.0,162.0,0.007097897
163.0,163.0,0.7561882
164.0,164.0,0.0040671416
165.0,165.0,0.0039489116
166.0,166.0,0.0081816465
167.0,167.0,0.08521057
168.0,168.0,2.617004E-6
169.0,169.0,0.023840383
170.0,170.0,0.05108542
171.0,171.0,8.353227E-5
172.0,172.0,0.01622747
173.0,173.0,3.0234978E-5
174.0,174.0,0.009769927
175.0,175.0,0.0064809048
176.0,176.0,1.7337064E-4
177.0,177.0,5.63541E-4
178.0,178.0,0.0025777253
179.0,179.0,0.32046917
180.0,180.0,0.20282507
181.0,181.0,0.013575758
182.0,182.0,2.437615E-4
183.0,183.0,0.5901645
184.0,184.0,0.24860382
185.0,185.0,0.0060176845
186.0,186.0,5.7762114E-5
187.0,187.0,5.042741E-4
188.0,188.0,5.166078E-4
189.0,189.0,0.002506877
190.0,190.0,0.007238849
191.0,191.0,3.1612883E-5
192.0,192.0,8.532746E-6
