Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.59218E-11,0.000000002,0.000000026,1,0,0
2.10984E-11,0.000000004,0.000000035,0.999896448,0,0
2.53901E-11,0.000000011,0.000000042,0.999585793,0,0
3.49208E-11,0.000000026,0.000000058,0.999068034,0,0
5.54652E-11,0.000000105,0.000000092,0.997307652,0,0
1.10225E-10,0.000000254,0.000000182,0.99544372,0,0
4.5445E-10,0.000001021,0.000000752,0.992337165,0,0
7.59611E-10,0.000002571,0.000001257,0.989541265,0,0
1.57481E-9,0.000010105,0.000002606,0.982810397,0,0
2.72664E-9,0.00002526,0.000004512,0.975561769,0,0
4.08762E-9,0.000050338,0.000006765,0.968002485,0,0
5.82595E-9,0.000100469,0.000009642,0.957543751,0,0
9.63843E-9,0.000250229,0.000015951,0.937454696,0,0
1.41384E-8,0.000501108,0.000023398,0.916019468,0,0
2.21637E-8,0.001000648,0.000036679,0.887024956,0,0
4.22846E-8,0.002501004,0.000069976,0.837009423,0,0
7.87506E-8,0.005007368,0.000130319,0.792896345,0,0
1.512E-7,0.010003758,0.000250197,0.74619447,0,0
3.50696E-7,0.025001128,0.000580215,0.680335508,0,0
6.67286E-7,0.050006682,0.001103713,0.627006317,0,0
1.19109E-6,0.100014365,0.001969241,0.570777674,0,0
2.11317E-6,0.200014047,0.00349107,0.506368437,0,0
2.93689E-6,0.300238476,0.004848603,0.465361914,0,0
3.60784E-6,0.40018021,0.005952987,0.433571503,0,0
4.27301E-6,0.500198845,0.00704666,0.407269338,0,0
4.94455E-6,0.600074433,0.008149569,0.38469504,0,0
5.59319E-6,0.700212426,0.009213721,0.365020193,0,0
5.96113E-6,0.750515003,0.009816843,0.356011184,0,0
6.32613E-6,0.800346617,0.010414786,0.347623486,0,0
6.86759E-6,0.90018034,0.011301145,0.33198716,0,0
7.43623E-6,1.00008514,0.012231149,0.317489904,0,0
8.23851E-6,1.100708283,0.013541769,0.304131718,0,0
9.14197E-6,1.200463537,0.015015602,0.292223258,0,0
1.02386E-5,1.30059435,0.01680151,0.281453868,0,0
1.12924E-5,1.400748841,0.018514834,0.271823548,0,0
1.23382E-5,1.500744583,0.020211999,0.263021642,0,0
1.54299E-5,1.750383139,0.025212399,0.244278762,0,0
1.95228E-5,2.001395918,0.0317928,0.229263747,0,0
2.32153E-5,2.250300306,0.037691422,0.217148183,0,0
2.82112E-5,2.500607605,0.045614919,0.207000104,0,0
3.44076E-5,2.753091771,0.055351842,0.198612406,0,0
3.86532E-5,3.001902476,0.061965882,0.191570881,0,0
4.44806E-5,3.251610997,0.07096887,0.185357772,0,0
5.17354E-5,3.501862344,0.082056382,0.179973077,0,0
5.95641E-5,3.754735932,0.09387267,0.175313244,0,0
6.82658E-5,4.005000794,0.106828117,0.171274723,0,0
7.98049E-5,4.255537287,0.123722821,0.167753961,0,0
8.85232E-5,4.508060156,0.136275244,0.164647406,0,0
9.98162E-5,4.755683518,0.15226775,0.161955059,0,0.066666667
1.08621E-4,5.007464761,0.164530325,0.159469815,0,0.066666667
1.18379E-4,5.256064941,0.177914413,0.157191674,0,0.066666667
1.27552E-4,5.501706718,0.1902999,0.155120638,0.017857143,0.066666667
1.40659E-4,5.756604324,0.207674651,0.153153153,0.017857143,0.066666667
1.50299E-4,6.005636015,0.220214457,0.151392772,0.017857143,0.066666667
1.60825E-4,6.253780943,0.233681349,0.149735943,0.017857143,0.066666667
1.79439E-4,6.508073595,0.256927602,0.148182665,0.017857143,0.066666667
1.93793E-4,6.7527783,0.274371873,0.146836492,0.017857143,0.066666667
2.04622E-4,7.013544531,0.287260145,0.145490318,0.017857143,0.066666667
2.16749E-4,7.268759566,0.301421105,0.144247696,0.017857143,0.066666667
2.22459E-4,7.511037813,0.307991616,0.143108626,0.017857143,0.066666667
2.28174E-4,7.759667654,0.314506531,0.141969556,0.017857143,0.066666667
2.33915E-4,8.01451536,0.320988097,0.140830486,0.017857143,0.066666667
2.43172E-4,8.252368655,0.331311511,0.139794967,0.017857143,0.066666667
2.53047E-4,8.50067164,0.342150809,0.138759449,0.017857143,0.066666667
2.61313E-4,8.758732371,0.351088633,0.137723931,0.017857143,0.066666667
2.65448E-4,9.022721442,0.355514146,0.136688413,0.017857143,0.066666667
2.71384E-4,9.264080732,0.36181465,0.135756446,0.017857143,0.066666667
2.76607E-4,9.51083097,0.367306381,0.13482448,0.017857143,0.066666667
2.80909E-4,9.761487308,0.371794997,0.133892513,0.017857143,0.066666667
2.84378E-4,10.015825608,0.375391311,0.132960547,0.017857143,0.066666667
2.87821E-4,10.273439156,0.378940691,0.13202858,0.017857143,0.066666667
2.91716E-4,10.505209287,0.382930751,0.131200166,0.017857143,0.066666667
2.9852E-4,10.77089589,0.38984054,0.130268199,0.017857143,0.066666667
3.03325E-4,11.011957901,0.39467284,0.129439785,0.035714286,0.066666667
3.07584E-4,11.256255815,0.398924942,0.12861137,0.035714286,0.066666667
3.10014E-4,11.503203,0.401336605,0.127782955,0.035714286,0.066666667
3.14642E-4,11.753718265,0.405904742,0.126954541,0.035714286,0.066666667
3.1949E-4,12.007121572,0.410651844,0.126126126,0.035714286,0.066666667
3.26839E-4,12.265728016,0.417777003,0.125297712,0.035714286,0.066666667
3.32853E-4,12.529474435,0.42354223,0.124469297,0.035714286,0.066666667
3.38218E-4,12.763869385,0.428638654,0.123744434,0.035714286,0.066666667
3.41952E-4,13.001904351,0.432157906,0.123019571,0.035714286,0.066666667
3.47541E-4,13.278265,0.43738649,0.122191157,0.035714286,0.066666667
3.48979E-4,13.522222729,0.438723726,0.121466294,0.035714286,0.066666667
3.52726E-4,13.76868297,0.44219308,0.120741431,0.035714286,0.066666667
3.56668E-4,14.017443306,0.445820166,0.120016568,0.035714286,0.066666667
3.60096E-4,14.268571816,0.448955036,0.119291705,0.035714286,0.066666667
3.63567E-4,14.521965004,0.452111872,0.118566843,0.035714286,0.066666667
3.67605E-4,14.778196577,0.455760665,0.11784198,0.035714286,0.066666667
3.7478E-4,15.000504023,0.462184881,0.117220669,0.035714286,0.066666667
3.78251E-4,15.264737366,0.465265397,0.116495806,0.035714286,0.066666667
