x,y,species min
525.0,525.0,0.35157937
526.0,526.0,0.0025862742
527.0,527.0,4.3164587E-6
528.0,528.0,2.5152195E-7
529.0,529.0,0.7098252
530.0,530.0,8.507133E-5
531.0,531.0,6.553095E-5
532.0,532.0,2.906137E-6
533.0,533.0,0.0011147301
534.0,534.0,7.5859594E-4
535.0,535.0,7.69269E-7
536.0,536.0,1.3564636E-4
537.0,537.0,1.23958225E-5
538.0,538.0,0.169671
539.0,539.0,2.134722E-4
540.0,540.0,0.008533104
541.0,541.0,5.389446E-4
542.0,542.0,0.019178085
543.0,543.0,0.05681249
544.0,544.0,4.644296E-5
545.0,545.0,0.5368192
546.0,546.0,3.9234184E-4
547.0,547.0,3.8342416E-5
548.0,548.0,0.004208649
549.0,549.0,1.7796957E-7
550.0,550.0,0.0035807807
551.0,551.0,0.053762503
552.0,552.0,7.588946E-7
553.0,553.0,0.0021217444
554.0,554.0,0.0019515537
555.0,555.0,1.6806252E-5
556.0,556.0,0.0023701244
557.0,557.0,0.0033326757
558.0,558.0,0.20471837
559.0,559.0,0.0040092557
560.0,560.0,0.0064436086
561.0,561.0,0.019134527
562.0,562.0,8.085711E-4
563.0,563.0,0.00647417
564.0,564.0,0.0023433678
565.0,565.0,5.295693E-5
566.0,566.0,0.0019094779
567.0,567.0,0.0062508606
568.0,568.0,5.5434088E-5
569.0,569.0,1.2040501E-4
570.0,570.0,0.009517194
571.0,571.0,0.63853306
572.0,572.0,0.0023300664
573.0,573.0,0.0046371208
574.0,574.0,0.5097316
575.0,575.0,0.52241933
576.0,576.0,3.2392875E-4
577.0,577.0,0.0071746763
578.0,578.0,0.017007004
579.0,579.0,0.64431536
580.0,580.0,3.458236E-4
581.0,581.0,6.1004203E-6
582.0,582.0,3.443523E-5
583.0,583.0,0.0024341422
584.0,584.0,0.0056829248
585.0,585.0,1.00668876E-4
586.0,586.0,7.486563E-4
587.0,587.0,0.0063910815
588.0,588.0,8.4982465E-5
589.0,589.0,8.061451E-6
590.0,590.0,3.229123E-4
591.0,591.0,0.0055092294
592.0,592.0,0.010089734
593.0,593.0,0.0053281933
594.0,594.0,0.0011509223
595.0,595.0,0.024577962
596.0,596.0,4.0968316E-5
597.0,597.0,0.004918468
598.0,598.0,3.01691E-4
599.0,599.0,0.0013482767
600.0,600.0,0.59174883
601.0,601.0,0.040917497
602.0,602.0,3.9265982E-5
603.0,603.0,0.002967204
604.0,604.0,0.0015423789
605.0,605.0,0.009399419
606.0,606.0,0.81702995
607.0,607.0,8.0793747E-4
608.0,608.0,4.9784663E-4
609.0,609.0,0.0062875315
610.0,610.0,9.397069E-5
611.0,611.0,1.4865843E-5
612.0,612.0,0.0029424673
613.0,613.0,0.007644306
614.0,614.0,9.457956E-4
615.0,615.0,0.005642681
616.0,616.0,0.002570752
617.0,617.0,0.009591825
618.0,618.0,0.0072503984
619.0,619.0,0.0017430915
620.0,620.0,0.005792361
621.0,621.0,2.7040514E-5
622.0,622.0,0.035999347
623.0,623.0,0.0022689847
624.0,624.0,2.393739E-5
625.0,625.0,0.0058884015
626.0,626.0,0.019562164
627.0,627.0,1.7429042E-5
628.0,628.0,3.4916657E-4
629.0,629.0,1.1502057E-6
630.0,630.0,0.0043262565
631.0,631.0,0.69081646
632.0,632.0,0.04342193
633.0,633.0,0.009217658
634.0,634.0,0.009957273
635.0,635.0,0.44399002
636.0,636.0,3.3511547E-5
637.0,637.0,3.568835E-4
638.0,638.0,0.0020262727
639.0,639.0,0.0016848176
640.0,640.0,0.0047046887
641.0,641.0,5.888608E-7
642.0,642.0,2.472856E-4
643.0,643.0,0.011417769
644.0,644.0,0.004883065
645.0,645.0,6.037615E-6
646.0,646.0,0.018073145
647.0,647.0,0.04145229
648.0,648.0,0.004735242
649.0,649.0,0.0027820314
650.0,650.0,0.006342937
651.0,651.0,0.007888874
652.0,652.0,0.003112858
653.0,653.0,0.0012152938
654.0,654.0,0.34448338
655.0,655.0,0.0018902004
656.0,656.0,0.0023711638
657.0,657.0,4.9756304E-4
658.0,658.0,2.4861647E-4
659.0,659.0,9.082419E-5
660.0,660.0,0.006202996
661.0,661.0,0.33097422
662.0,662.0,0.32636538
663.0,663.0,0.0013778753
664.0,664.0,1.9785245E-4
665.0,665.0,0.6058445
666.0,666.0,0.2839326
667.0,667.0,0.00609987
668.0,668.0,0.008307073
669.0,669.0,0.4291737
670.0,670.0,0.0037489901
671.0,671.0,4.3937706E-7
