Predictor variable,Categorical,Sample average
alt,false,530.5526315789474
current_2.5arcmin_PETDriestQuarter,false,135.22079005994294
current_2.5arcmin_PETWettestQuarter,false,95.30684192557084
current_2.5arcmin_climaticMoistureIndex,false,0.16842105048463532
wc2.0_bio_2.5m_1,false,19.448842061193364
wc2.0_bio_2.5m_16,false,823.3684210526316
wc2.0_bio_2.5m_17,false,205.23684210526315
wc2.0_bio_2.5m_5,false,27.91378957346866
wc2.0_bio_2.5m_6,false,10.581262991616601
