X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.05976953703128E-4,68.69724912755117,0.8402532050797746
2.0,2.0,train,0.002167379919020167,94.81519605291783,0.9985844042532687
4.0,4.0,train,0.0016036930180315123,88.9855616859091,0.9922032062868785
5.0,5.0,train,0.0012790074626989054,84.72665795826042,0.9791684696536704
6.0,6.0,train,0.0032184527663434923,97.66286080116193,0.9999412125439219
7.0,7.0,train,0.0024387864558612113,95.97114920780697,0.9993774555487511
10.0,10.0,train,0.0011827004685261199,82.54868913496034,0.9721183487826276
12.0,12.0,train,0.0012338902304745805,83.95243986133184,0.9761203142705006
13.0,13.0,train,0.001408883431630142,86.54550971746623,0.9859396274935934
14.0,14.0,train,8.481895899786557E-4,76.26148391687634,0.9232569262147072
15.0,15.0,train,3.085282132982368E-5,2.1804514408686213,0.0891572640693229
17.0,17.0,train,6.286545672162435E-5,6.469149228380541,0.1732728478758634
18.0,18.0,train,3.57096910077875E-4,54.00158428975056,0.6606955570463109
20.0,20.0,train,4.2364368770675956E-4,59.28879099077113,0.7225960863862069
21.0,21.0,train,1.1738389939038812E-4,19.89911230974703,0.2990343988272127
22.0,22.0,train,2.3972167152022192E-4,42.40812798913841,0.5159597734930859
23.0,23.0,train,8.707576085362784E-4,77.00471448273885,0.928324106636193
25.0,25.0,train,3.8379610761029177E-4,56.22526418982102,0.6870370257583627
26.0,26.0,train,5.687201155005648E-5,5.4569239599815145,0.1581384100554153
27.0,27.0,train,5.109197144221556E-4,63.76936201533007,0.7869965478483634
28.0,28.0,train,4.604825700938571E-4,61.32303347306294,0.7518654748973017
29.0,29.0,train,6.756426752108492E-5,7.365170022515138,0.18494760451804626
30.0,30.0,train,1.9085463110412847E-4,35.12885702506423,0.4387994621964728
31.0,31.0,train,2.5381913374045026E-4,44.42631660104918,0.5361793478187923
33.0,33.0,train,0.0017751930553894708,90.51009151309904,0.9953604475186547
34.0,34.0,train,0.001311743607729375,85.0375794387962,0.9811336055082839
35.0,35.0,train,7.374493205206565E-4,72.92554945282264,0.8926976310475385
36.0,36.0,train,3.8698071242660527E-4,56.51201027236054,0.6900392244533284
37.0,37.0,train,6.359912598354778E-5,6.6052703441547145,0.17510669343155782
38.0,38.0,train,0.007831106654102677,99.99999902493371,0.9999999999491997
39.0,39.0,train,4.144741222745324E-4,58.74790116834737,0.7147890822188621
41.0,41.0,train,5.559091168494058E-4,65.75783598987884,0.8141137588673748
42.0,42.0,train,4.834681339594514E-4,62.25991824687408,0.768541971639386
43.0,43.0,train,0.0013194235939525036,85.15993155479296,0.9815671101400558
44.0,44.0,train,3.1537491302530466E-4,51.152411858854876,0.6150238024230901
45.0,45.0,train,3.859189523111402E-4,56.41451610394421,0.6890414932886098
46.0,46.0,train,3.394658457177496E-4,52.67585566739159,0.6420965335725478
47.0,47.0,train,1.4760882635372102E-4,26.75237757316804,0.3603160061319116
3.0,3.0,test,0.0013467100499835025,85.46331494257856,0.9830283182253682
8.0,8.0,test,4.819267093429992E-4,62.210225401270456,0.7674595651125214
9.0,9.0,test,0.00273117097005313,96.67801637328503,0.9997430636518405
11.0,11.0,test,9.494265614210325E-4,78.3777945784372,0.9435113325777372
16.0,16.0,test,9.428030679386638E-5,13.843988565505288,0.24826148211719046
19.0,19.0,test,3.5240098668041126E-4,53.75706732920722,0.6558383904661308
24.0,24.0,test,3.124825510604416E-4,50.958283448486284,0.6116387040649442
32.0,32.0,test,2.691913080676861E-4,46.528977050419286,0.5572657947762537
40.0,40.0,test,2.2616837158144046E-4,40.34954398395905,0.49569007252792197
