Predictor variable,Categorical,Sample average
alt,false,669.7894736842105
current_2.5arcmin_PETDriestQuarter,false,135.78473703484786
current_2.5arcmin_PETWettestQuarter,false,101.19157861408435
current_2.5arcmin_climaticMoistureIndex,false,0.13552631413269983
wc2.0_bio_2.5m_1,false,19.189070187116926
wc2.0_bio_2.5m_16,false,793.8684210526316
wc2.0_bio_2.5m_17,false,177.21052631578948
wc2.0_bio_2.5m_5,false,27.632315861551387
wc2.0_bio_2.5m_6,false,10.358947248051042
