X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,6.677855850389501E-4,64.34532210343806,0.8156233762630463
2.0,2.0,train,0.0023676002377159416,90.25831654874023,0.9975077189493934
3.0,3.0,train,0.002003066512858498,86.85910605760756,0.9937275570035654
4.0,4.0,train,0.0019854679309152527,86.75658751492533,0.9934417487941137
5.0,5.0,train,0.0014617358125394663,79.58403758704165,0.9753008720079784
6.0,6.0,train,0.005286562326491794,99.34976638826592,0.9999984621324844
7.0,7.0,train,0.00299436083170419,93.04970920295854,0.9994901836301611
8.0,8.0,train,0.0010042472472771842,73.08363364652384,0.9213435993590724
9.0,9.0,train,0.0046581760082805845,97.36004547148501,0.9999924509934541
11.0,11.0,train,0.001457708556766471,79.35304840839684,0.975047735022726
12.0,12.0,train,8.766849922378944E-4,70.27348000458227,0.8913571942141737
13.0,13.0,train,0.00192870235432753,85.57474175094568,0.9924280588423912
14.0,14.0,train,0.001456648605630257,79.2922637362931,0.9749806806012674
15.0,15.0,train,4.398692518324393E-5,4.281323373701802,0.1053932570827113
16.0,16.0,train,7.285857939924722E-5,10.353355458488451,0.1684564081034391
18.0,18.0,train,5.792427402292029E-4,60.78356426363986,0.7692895919408489
19.0,19.0,train,6.106568021020957E-4,62.06145142929388,0.7869289624312551
20.0,20.0,train,2.4257450238467483E-4,37.08954244544453,0.458914213281824
21.0,21.0,train,5.9866703470783794E-5,7.349100228382454,0.14064851515201804
22.0,22.0,train,3.6439425689697194E-4,48.281168519086506,0.6025214922753019
23.0,23.0,train,3.825419097692272E-4,50.140536442682624,0.6203717088439791
24.0,24.0,train,3.6925455918919236E-4,48.800495156152486,0.6073828345643127
25.0,25.0,train,3.690157001100113E-4,48.76600564776702,0.6071453195436443
30.0,30.0,train,2.0258570896129473E-4,32.61735882669138,0.40126088600112875
31.0,31.0,train,3.563551195320818E-4,47.490761413802595,0.5943481589685611
32.0,32.0,train,2.7883817265140793E-4,41.00226851260486,0.5063822694691884
34.0,34.0,train,0.0019493179742324385,85.84470394530233,0.992813153255906
35.0,35.0,train,0.001201474129700916,75.82817831187705,0.9522619976161897
36.0,36.0,train,6.003116664626714E-4,61.73788961270149,0.7812742637198455
37.0,37.0,train,6.538138862955257E-5,8.568403599020357,0.1525640031286497
38.0,38.0,train,0.00650234856110088,99.99999923044082,0.999999929197982
39.0,39.0,train,4.3441483608770834E-4,53.8532654907455,0.6670957615415902
40.0,40.0,train,2.4709999395433906E-4,37.603975660273825,0.4650786708658329
42.0,42.0,train,4.3134246547729373E-4,53.625850951100844,0.6644960095682009
43.0,43.0,train,0.0010947344356564352,74.00458655439489,0.9374489293179361
44.0,44.0,train,2.672440778219038E-4,40.20127532317684,0.49167722598706776
45.0,45.0,train,4.0156637688430085E-4,51.86214838528129,0.6382243368797449
47.0,47.0,train,1.802794582646137E-4,29.96178680914001,0.3664724769548324
10.0,10.0,test,0.0021159769521131677,87.66322921183914,0.9952871795704213
17.0,17.0,test,2.6009932632007217E-5,1.9624733778908219,0.0637332712454648
26.0,26.0,test,3.902980264511701E-5,3.6139006228060278,0.09409428853104818
27.0,27.0,test,1.2738334818765602E-4,21.192418142709947,0.275681094161767
28.0,28.0,test,5.754243894645451E-4,60.46706968586872,0.76704832939693
29.0,29.0,test,1.883025667634746E-5,1.3429540111769214,0.046557885641798635
33.0,33.0,test,0.001583829317422527,81.15548259346268,0.9818687339495495
41.0,41.0,test,4.11513891674066E-4,52.406519133987594,0.6472223166129951
46.0,46.0,test,2.5522136908305576E-4,38.79049216711708,0.47596573384078666
