x,y,species_2 cloglog values
1.0,1.0,0.31763333
2.0,2.0,0.86831725
3.0,3.0,0.005108063
4.0,4.0,0.006006509
5.0,5.0,0.15113871
6.0,6.0,3.162808E-4
7.0,7.0,0.034614313
8.0,8.0,3.138689E-4
9.0,9.0,0.005218175
10.0,10.0,0.03213497
11.0,11.0,0.12386606
12.0,12.0,3.466742E-4
13.0,13.0,0.09548145
14.0,14.0,1.7720264E-5
15.0,15.0,0.0015121817
16.0,16.0,1.5569701E-4
17.0,17.0,0.030516848
18.0,18.0,0.13654047
19.0,19.0,0.02572695
20.0,20.0,0.004693623
21.0,21.0,0.2508737
22.0,22.0,0.12994222
23.0,23.0,0.17528322
24.0,24.0,0.11551888
25.0,25.0,0.051568113
26.0,26.0,6.18374E-4
27.0,27.0,0.0023037156
28.0,28.0,0.021141944
29.0,29.0,0.07460958
30.0,30.0,0.06034156
31.0,31.0,0.19160064
32.0,32.0,0.6378675
33.0,33.0,0.18276986
34.0,34.0,0.09093927
35.0,35.0,0.041105404
36.0,36.0,0.30878532
37.0,37.0,0.0099047655
38.0,38.0,0.116617575
39.0,39.0,0.029490372
40.0,40.0,0.15075028
41.0,41.0,0.022457663
42.0,42.0,0.0010681903
43.0,43.0,0.14591806
44.0,44.0,0.012647511
45.0,45.0,0.09951457
46.0,46.0,0.27948725
47.0,47.0,0.2088161
48.0,48.0,8.376468E-5
49.0,49.0,0.013929299
50.0,50.0,0.22574976
51.0,51.0,5.948198E-4
52.0,52.0,0.6763477
53.0,53.0,0.16880585
54.0,54.0,0.0018464124
55.0,55.0,0.33040723
56.0,56.0,0.11692004
57.0,57.0,1.2904304E-4
58.0,58.0,0.033701304
59.0,59.0,0.26850602
60.0,60.0,0.114813134
61.0,61.0,2.7120623E-4
62.0,62.0,7.5504783E-4
63.0,63.0,0.13943085
64.0,64.0,0.009047091
65.0,65.0,0.13176621
66.0,66.0,0.27368918
67.0,67.0,0.0016906809
68.0,68.0,0.45432094
69.0,69.0,0.011466285
70.0,70.0,0.13384412
71.0,71.0,0.026394764
72.0,72.0,0.3920022
73.0,73.0,1.709003E-4
74.0,74.0,0.12206901
75.0,75.0,4.4130797E-5
76.0,76.0,3.8059987E-4
77.0,77.0,0.015135605
78.0,78.0,0.0028205563
79.0,79.0,0.0025579592
80.0,80.0,0.13488495
81.0,81.0,0.00391705
82.0,82.0,0.17708294
83.0,83.0,0.118036896
84.0,84.0,0.0015883793
85.0,85.0,0.0017912589
86.0,86.0,0.86118835
87.0,87.0,0.009337146
88.0,88.0,0.88189274
89.0,89.0,0.7419158
90.0,90.0,0.20229016
91.0,91.0,0.03224024
92.0,92.0,0.45252016
93.0,93.0,0.025914893
94.0,94.0,0.25707203
95.0,95.0,0.9999765
96.0,96.0,0.4713272
97.0,97.0,0.0509686
98.0,98.0,2.1099803E-4
99.0,99.0,2.3729702E-4
100.0,100.0,9.7596215E-4
101.0,101.0,0.08108599
102.0,102.0,0.16119222
103.0,103.0,0.8644638
104.0,104.0,0.17485122
105.0,105.0,3.479364E-4
106.0,106.0,5.5207638E-5
107.0,107.0,5.768282E-6
108.0,108.0,0.15314312
109.0,109.0,0.006878077
110.0,110.0,7.102178E-6
111.0,111.0,0.6635692
112.0,112.0,0.04907783
113.0,113.0,4.1988544E-4
114.0,114.0,0.027001724
115.0,115.0,0.21276398
116.0,116.0,0.038804468
117.0,117.0,9.973902E-5
118.0,118.0,0.48380443
119.0,119.0,2.465999E-4
120.0,120.0,4.1476094E-5
121.0,121.0,1.0871822E-4
122.0,122.0,1.3405157E-4
123.0,123.0,0.12526906
124.0,124.0,0.1391617
125.0,125.0,0.121359035
126.0,126.0,0.31640354
127.0,127.0,0.5172569
128.0,128.0,1.3455327E-4
129.0,129.0,0.008493841
130.0,130.0,0.003789911
131.0,131.0,0.0028819884
132.0,132.0,0.011451845
133.0,133.0,0.10277624
134.0,134.0,1.6160926E-5
135.0,135.0,2.9533834E-5
136.0,136.0,0.5247505
137.0,137.0,0.07362729
138.0,138.0,0.07671076
139.0,139.0,0.28393257
140.0,140.0,0.021770835
141.0,141.0,0.12246005
142.0,142.0,4.3583717E-4
143.0,143.0,0.0626423
144.0,144.0,0.16365473
145.0,145.0,0.38082018
146.0,146.0,0.40204713
147.0,147.0,0.11812945
148.0,148.0,0.19130777
149.0,149.0,0.0016077874
150.0,150.0,2.3840195E-5
151.0,151.0,0.06731071
152.0,152.0,0.0061076167
153.0,153.0,0.20219925
154.0,154.0,0.2442184
155.0,155.0,4.742867E-6
156.0,156.0,0.004821661
157.0,157.0,0.16614248
158.0,158.0,0.27862692
159.0,159.0,0.14607178
160.0,160.0,0.9985156
161.0,161.0,1.521148E-4
162.0,162.0,0.4790099
163.0,163.0,0.2722378
164.0,164.0,0.0018031021
165.0,165.0,0.14550225
166.0,166.0,0.7754743
167.0,167.0,0.16812305
168.0,168.0,0.03463742
169.0,169.0,3.587153E-5
170.0,170.0,0.07514231
171.0,171.0,0.44006512
172.0,172.0,0.02642061
173.0,173.0,0.014763783
174.0,174.0,0.026838165
175.0,175.0,0.018239144
176.0,176.0,0.19433546
177.0,177.0,1.0152994E-4
178.0,178.0,9.335338E-5
179.0,179.0,0.4194712
180.0,180.0,0.049884353
181.0,181.0,0.84782606
182.0,182.0,0.3549426
183.0,183.0,4.7096642E-4
184.0,184.0,3.4672735E-4
185.0,185.0,0.14741541
186.0,186.0,0.03923479
187.0,187.0,0.006040326
188.0,188.0,0.04689792
189.0,189.0,3.3853808E-4
190.0,190.0,1.1904775E-5
191.0,191.0,0.029458217
192.0,192.0,0.6740027
193.0,193.0,0.6398804
194.0,194.0,0.34539083
195.0,195.0,0.00140945
196.0,196.0,9.69743E-4
197.0,197.0,0.36824936
198.0,198.0,0.4790731
199.0,199.0,0.2496647
200.0,200.0,0.18586095
201.0,201.0,0.9896796
202.0,202.0,0.0022815582
203.0,203.0,4.0904147E-4
204.0,204.0,0.17212804
205.0,205.0,0.19152656
206.0,206.0,0.07003031
207.0,207.0,0.006817993
208.0,208.0,2.4619373E-4
209.0,209.0,0.23981766
