Predictor variable,Categorical,Sample average
alt,false,501.94594594594594
current_2.5arcmin_PETDriestQuarter,false,137.81702670535526
current_2.5arcmin_PETWettestQuarter,false,107.8483783618824
current_2.5arcmin_climaticMoistureIndex,false,0.15459459461271763
wc2.0_bio_2.5m_1,false,21.070801876686716
wc2.0_bio_2.5m_16,false,862.918918918919
wc2.0_bio_2.5m_17,false,219.0810810810811
wc2.0_bio_2.5m_5,false,29.153405395714014
wc2.0_bio_2.5m_6,false,12.63059444282506
