Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.80671E-12,0.000000001,0.000000009,0.999690051,0,0
8.45001E-12,0.000000003,0.000000019,0.999380101,0,0
2.19709E-11,0.000000012,0.000000049,0.998863519,0,0
4.36389E-11,0.000000028,0.000000098,0.998346937,0,0
9.12027E-11,0.000000105,0.000000205,0.997210456,0,0
2.06125E-10,0.000000257,0.000000463,0.996177291,0,0
3.11991E-10,0.000001018,0.000000701,0.993387747,0,0
4.00992E-10,0.000002518,0.0000009,0.988945139,0,0
8.93602E-10,0.000010051,0.000002007,0.976753797,0,0
1.62527E-9,0.000025078,0.00000365,0.964459138,0,0
2.57244E-9,0.000050137,0.000005776,0.951957847,0,0
4.43013E-9,0.000100181,0.000009948,0.936770328,0,0
1.01376E-8,0.000250557,0.000022764,0.914144023,0,0
1.58906E-8,0.000500329,0.000035682,0.894307263,0,0
2.66555E-8,0.001001295,0.000059853,0.86961463,0,0
5.23654E-8,0.002503046,0.00011758,0.828701312,0,0
1.07483E-7,0.005004168,0.000241326,0.794090299,0,0
2.23862E-7,0.010020836,0.000502558,0.761235665,0,0
5.27292E-7,0.025041549,0.001183338,0.716809588,0,0
9.64594E-7,0.050062017,0.002163661,0.681475359,0,0
1.82164E-6,0.100055078,0.004082151,0.643971485,0,0
3.6233E-6,0.200064578,0.00810314,0.603471433,0,0
5.33423E-6,0.300286307,0.011906627,0.58022523,0,0.1
6.77655E-6,0.400550485,0.015101616,0.563074698,0,0.1
8.63679E-6,0.50038049,0.019207146,0.549643558,0,0.1
1.0242E-5,0.600320123,0.022736165,0.538692014,0,0.1
1.20837E-5,0.700907883,0.026769175,0.529393532,0,0.1
1.30253E-5,0.751168967,0.028824746,0.525260874,0,0.2
1.37473E-5,0.800880981,0.030398106,0.521438165,0,0.2
1.49168E-5,0.901023589,0.03294101,0.514206013,0,0.2
1.63001E-5,1.000875708,0.035940203,0.50759376,0,0.2
1.78767E-5,1.101650543,0.039347197,0.501498089,0,0.2
